route_band,cabin,pax_count,region,origin_region,total_duration,booking_month,stop_type,airline,total_legs,booking_dayofweek,lead_time_days,loyalty_members,destination,origin_city,city,home_region,booking_year,trip_type,payment_method,origin,nationality,airline_name,gender
1,1,3,6,5,398,12,1,27,2,3,29,2,76,41,74,5,2023,2,2,46,30,30,1
1,3,1,6,5,451,10,1,13,2,1,52,0,16,41,15,5,2019,2,4,46,28,16,0
3,1,2,1,5,1575,6,1,48,2,0,44,0,31,41,65,1,2016,2,1,46,28,50,1
1,0,2,8,5,297,3,1,0,1,1,70,0,51,41,17,8,2015,1,2,46,2,24,0
2,3,5,5,5,200,2,1,17,2,3,32,2,40,41,35,5,2019,2,2,46,9,19,0
2,3,1,4,4,332,10,0,47,2,3,20,0,4,78,5,4,2018,2,1,79,13,49,0
2,2,2,5,5,71,9,1,15,1,6,103,1,46,0,41,5,2016,1,3,6,9,18,1
1,1,4,8,5,616,2,1,55,2,3,43,1,35,63,30,5,2025,2,5,68,31,55,1
1,3,2,8,5,310,7,1,20,1,6,49,0,73,41,70,5,2017,1,4,46,29,21,1
0,1,3,4,5,308,4,0,15,1,5,52,1,59,41,52,5,2017,1,2,46,31,18,0
0,3,1,0,8,960,5,0,8,2,0,88,0,2,22,3,8,2019,2,2,22,3,9,0
0,1,3,4,5,715,2,0,35,2,6,77,1,81,41,81,4,2022,2,1,46,5,8,1
1,1,1,8,5,444,11,1,43,2,0,49,0,14,0,54,8,2023,2,4,6,31,45,0
0,2,2,0,5,411,5,1,18,1,1,91,0,0,68,1,5,2022,1,3,71,28,1,0
0,1,3,4,5,770,2,1,27,2,3,75,0,79,41,78,5,2018,2,3,46,28,30,1
1,1,1,8,5,533,10,1,45,2,2,39,1,73,41,70,5,2025,2,1,46,30,42,0
1,1,2,8,5,290,5,1,37,1,3,14,0,38,41,31,8,2024,1,3,46,29,35,1
0,1,5,4,5,944,1,0,45,2,5,53,1,4,23,5,5,2025,0,3,26,9,42,0
1,3,5,8,5,206,12,1,27,1,3,67,2,14,41,54,5,2019,1,5,46,31,30,1
1,3,3,8,5,485,6,1,0,2,1,82,0,51,41,17,8,2018,2,0,46,25,24,0
1,1,4,6,5,239,8,1,40,1,2,34,1,10,41,7,5,2025,1,4,46,31,39,1
1,0,2,8,5,283,9,1,27,1,5,112,1,17,41,39,5,2021,1,2,46,28,30,1
2,1,5,4,4,787,5,1,29,3,5,66,0,81,25,81,4,2025,0,2,30,5,47,0
0,1,4,5,0,457,4,0,27,1,5,13,2,7,1,47,5,2024,1,1,0,2,30,0
0,1,3,7,5,674,8,0,17,2,6,21,1,11,41,8,5,2024,2,3,46,9,19,1
1,1,3,8,5,302,10,1,27,1,2,61,0,51,41,17,5,2022,1,1,46,9,30,1
1,0,1,6,5,253,11,1,36,2,4,22,1,16,41,15,6,2021,2,4,46,22,36,0
1,1,5,8,5,214,5,1,18,1,1,67,1,43,50,37,5,2021,1,1,55,30,1,0
2,1,2,4,4,222,9,1,47,1,4,10,0,81,33,81,4,2019,1,4,69,5,49,0
1,1,2,6,5,482,11,0,13,2,2,19,0,76,41,74,5,2025,0,2,46,28,16,1
2,1,4,5,5,154,2,1,27,2,5,77,1,6,41,0,5,2015,2,4,46,28,30,0
1,1,3,6,5,337,5,1,27,2,1,27,2,16,41,15,5,2024,2,3,46,16,30,1
3,1,2,2,5,754,7,1,20,1,0,30,0,65,35,61,5,2018,1,3,40,31,21,0
1,1,3,8,5,562,8,0,45,2,2,35,0,58,50,53,5,2020,2,2,55,30,42,1
0,2,3,4,5,386,8,1,28,1,6,16,0,18,41,60,4,2016,1,2,46,31,31,1
2,1,3,5,5,168,12,1,27,2,3,19,1,55,41,50,5,2025,2,1,46,30,30,0
1,1,2,8,5,425,11,0,40,2,4,14,0,14,23,54,5,2016,2,5,26,31,39,1
2,1,1,5,5,120,4,1,45,1,3,89,1,68,41,63,5,2017,1,3,46,30,42,1
0,1,4,4,5,736,1,1,54,2,4,17,1,59,41,52,5,2016,2,5,46,31,34,0
1,1,6,8,5,318,8,1,49,1,5,50,1,35,41,30,8,2019,1,5,46,30,53,0
0,2,1,4,5,813,8,1,16,2,5,31,0,8,41,9,4,2020,2,0,46,31,41,0
0,1,1,8,6,396,10,0,41,1,6,57,1,14,29,54,6,2025,1,0,34,8,40,1
0,1,3,4,5,601,4,1,29,2,6,104,0,30,41,25,4,2018,0,5,46,2,47,0
3,1,2,3,5,1377,10,0,27,3,6,172,0,33,41,28,5,2015,0,3,46,28,30,0
3,0,5,2,5,876,4,1,27,1,3,109,1,1,41,2,5,2024,1,3,46,26,30,0
1,1,3,6,5,249,3,1,17,1,1,35,0,16,41,15,5,2023,1,1,46,30,19,1
1,1,4,8,5,306,2,0,15,1,2,58,3,58,50,53,5,2021,1,3,55,31,18,0
3,2,1,3,5,1130,6,0,11,3,3,23,0,33,41,28,3,2025,0,3,46,30,11,0
0,3,3,4,5,313,4,1,28,1,4,12,0,30,35,25,4,2015,1,3,40,30,31,1
3,1,2,1,5,774,6,0,12,1,2,62,0,41,41,59,1,2025,1,3,46,31,13,0
0,1,2,7,5,405,10,0,19,1,2,74,1,19,23,34,7,2021,1,0,26,2,20,0
0,3,2,7,5,856,12,1,44,2,0,49,1,72,41,71,7,2023,2,3,46,31,43,0
2,3,3,5,5,225,6,1,45,2,5,71,2,25,41,20,5,2022,2,4,46,9,42,0
0,1,3,4,8,916,3,0,49,2,2,53,0,30,19,25,8,2023,2,5,20,33,53,0
1,1,5,8,5,252,9,1,49,1,3,91,1,51,41,17,8,2019,1,4,46,29,53,0
0,3,4,4,5,1203,1,1,18,3,5,29,1,53,41,48,5,2019,0,1,46,31,1,0
1,3,4,8,5,186,5,1,27,1,3,25,2,35,41,30,5,2024,1,1,46,22,30,0
0,0,3,7,0,945,10,1,46,2,2,10,3,70,21,27,7,2021,2,3,23,20,48,1
0,3,3,4,5,966,10,0,28,2,1,69,1,81,41,81,4,2021,2,4,46,37,31,0
0,1,5,4,5,490,3,1,40,1,5,57,3,59,41,52,5,2019,1,3,46,31,39,0
0,1,6,4,5,410,8,1,40,1,5,7,5,29,41,64,5,2015,1,4,46,31,39,1
3,1,2,1,5,1493,6,1,40,2,6,42,0,41,41,59,5,2025,2,1,46,2,39,0
0,0,3,4,5,488,12,1,47,1,2,42,0,39,20,32,4,2025,1,4,25,22,49,1
2,0,2,5,5,205,7,1,18,2,2,12,0,71,41,68,5,2019,2,3,46,31,1,1
2,1,1,5,5,170,2,1,27,2,3,64,1,7,41,47,5,2017,2,3,46,9,30,1
0,0,2,7,5,876,12,1,46,2,4,21,1,11,41,8,7,2024,2,0,46,2,48,1
1,0,1,8,5,233,3,1,13,1,0,27,0,12,23,13,5,2021,1,3,26,14,16,1
0,1,2,4,5,900,10,1,22,2,2,29,0,39,41,32,4,2019,2,0,46,9,23,0
0,1,5,7,4,288,4,0,3,1,5,32,4,70,60,27,4,2024,1,3,18,36,4,0
3,1,1,3,5,554,12,0,13,1,2,38,0,33,68,28,5,2023,1,0,71,30,16,0
1,1,5,8,5,260,5,1,20,1,0,57,2,22,41,22,5,2022,1,1,46,22,21,0
0,1,1,0,6,755,3,1,41,2,2,25,1,0,4,1,6,2024,2,1,3,19,40,0
2,3,3,5,5,195,7,1,27,2,0,9,1,25,41,20,5,2015,2,1,46,22,30,0
0,1,1,0,5,679,8,0,14,2,2,13,1,2,41,3,0,2021,0,3,46,31,17,1
3,0,4,2,5,1405,7,1,54,2,5,90,0,1,41,2,5,2019,0,1,46,22,34,1
0,0,3,7,4,738,10,0,44,2,0,93,0,72,5,71,7,2016,2,2,4,24,43,1
0,1,3,3,0,408,12,1,11,1,1,26,0,33,38,28,3,2025,1,1,44,7,11,1
0,2,1,7,3,1061,1,0,44,3,1,10,0,57,73,49,7,2025,0,5,78,21,43,0
0,0,2,4,5,494,4,0,27,1,4,92,0,5,41,6,5,2018,1,5,46,12,30,0
0,1,1,4,5,424,6,1,47,1,6,52,1,81,41,81,4,2024,1,1,46,22,49,0
0,1,2,7,5,724,2,1,27,2,4,29,1,45,41,40,5,2017,2,2,46,9,30,0
0,1,4,4,5,446,12,1,22,1,5,92,3,8,41,9,4,2015,1,1,46,12,23,1
0,3,2,7,5,443,1,1,18,1,0,20,1,72,63,71,5,2021,1,4,68,9,1,1
0,1,3,0,5,306,7,1,17,1,5,30,0,60,41,56,5,2018,1,5,46,32,19,1
0,3,2,2,4,382,3,1,23,1,4,25,2,13,64,14,2,2017,1,1,29,37,26,0
1,1,2,6,5,171,12,0,54,1,4,66,1,16,0,15,5,2024,1,1,6,35,34,0
0,1,1,0,5,379,9,0,40,1,5,20,0,60,41,56,5,2017,1,5,46,30,39,0
0,1,2,7,5,807,9,1,19,2,1,82,0,19,41,34,7,2018,2,5,46,36,20,0
3,1,5,3,5,446,7,0,45,1,5,7,2,64,35,11,5,2023,1,1,40,28,42,0
1,1,2,6,5,316,7,1,27,2,3,55,1,9,41,12,5,2023,2,3,46,9,30,1
0,1,3,6,7,774,9,1,38,2,6,38,0,74,49,69,7,2016,2,1,57,24,37,1
0,1,2,7,5,390,3,1,15,1,6,39,1,32,41,26,5,2023,1,2,46,9,18,1
0,0,2,7,5,850,7,0,15,2,3,3,0,32,41,26,5,2016,2,1,46,31,18,1
0,1,3,4,5,302,3,1,20,1,4,50,1,53,41,48,5,2022,1,2,46,13,21,0
0,1,2,4,5,368,11,1,29,1,3,6,1,5,35,6,4,2024,1,1,40,33,47,1
1,1,1,8,5,409,11,1,55,2,5,34,0,58,63,53,5,2018,2,2,68,28,55,0
1,0,3,6,5,1032,11,0,17,3,0,79,0,34,41,29,5,2015,0,1,46,28,19,0
1,1,3,8,5,418,3,1,27,2,6,54,2,22,41,22,5,2015,2,1,46,9,30,1
1,1,3,6,5,299,5,1,13,2,1,85,1,28,41,80,5,2015,2,3,46,9,16,0
1,1,2,5,6,229,4,1,17,1,4,13,1,55,74,50,5,2021,1,5,76,2,19,0
1,1,4,8,5,366,5,0,49,2,2,78,2,51,41,17,8,2024,2,2,46,30,53,0
1,0,3,8,5,286,12,1,27,1,4,61,2,66,41,62,5,2020,1,5,46,30,30,1
0,3,3,4,5,864,4,1,27,2,5,51,0,79,41,78,5,2025,2,2,46,28,30,0
1,1,6,8,5,266,12,1,27,1,2,43,3,35,41,30,5,2017,1,4,46,30,30,1
1,1,3,8,5,307,8,0,50,1,1,22,0,66,41,62,8,2021,1,1,46,25,46,1
0,1,4,4,5,717,1,0,27,2,2,60,2,53,41,48,5,2015,2,2,46,31,30,0
0,0,3,8,1,678,9,1,8,2,4,84,0,22,65,22,8,2018,2,3,31,6,9,0
1,1,1,8,5,528,4,1,27,2,1,55,0,35,41,30,5,2021,0,2,46,9,30,1
1,1,5,6,5,412,11,1,27,2,2,23,1,10,41,7,5,2022,2,0,46,30,30,0
0,1,1,6,6,825,1,0,32,2,0,37,0,10,69,7,6,2024,0,1,74,23,15,0
1,2,2,6,5,261,7,1,45,2,1,150,0,10,41,7,5,2023,2,5,46,22,42,0
1,1,4,6,5,634,6,1,27,2,1,74,4,9,41,12,5,2025,0,2,46,9,30,1
1,1,2,4,6,549,9,0,32,2,6,105,0,39,29,32,6,2023,2,5,34,16,15,0
1,1,1,6,5,463,5,1,15,2,0,57,1,28,41,80,5,2025,2,4,46,23,18,1
1,3,3,8,5,387,5,1,17,2,5,20,1,38,41,31,5,2024,2,0,46,22,19,1
1,3,6,6,5,372,1,0,30,2,5,15,0,10,41,7,6,2015,2,1,46,16,33,1
1,1,2,5,8,309,8,1,0,1,3,6,1,54,54,55,8,2016,1,4,14,30,24,0
3,1,3,3,5,985,12,0,15,2,0,26,1,67,41,67,5,2019,2,3,46,7,18,1
1,3,2,6,5,108,6,0,13,1,3,39,0,34,68,29,5,2024,1,4,71,28,16,0
0,2,2,0,5,693,1,1,55,2,5,14,0,2,41,3,5,2022,2,0,46,30,55,1
0,2,3,6,8,329,2,1,4,1,2,38,0,15,19,10,8,2016,1,0,20,35,5,1
0,1,5,4,5,852,4,1,35,2,0,22,2,79,41,78,4,2019,2,0,46,30,8,0
0,1,2,2,8,251,7,1,23,1,4,11,0,13,70,14,2,2017,1,3,73,14,26,1
0,1,1,4,5,860,2,1,55,2,0,11,1,39,41,32,5,2015,2,3,46,9,55,0
0,1,3,3,2,799,12,1,51,2,1,98,1,37,61,66,2,2019,2,3,65,18,52,0
1,2,3,8,5,267,8,1,40,1,6,41,1,66,41,62,5,2024,1,2,46,31,39,1
0,1,2,4,5,773,12,0,15,2,5,87,1,29,35,64,5,2016,2,3,40,37,18,0
0,3,5,8,4,1001,3,0,4,2,5,1,4,17,25,39,8,2022,2,1,30,29,5,1
0,1,1,4,5,818,11,1,27,2,1,9,0,8,41,9,5,2024,2,4,46,30,30,0
3,2,2,3,5,988,5,1,55,2,1,94,0,37,68,66,5,2025,2,3,71,30,55,1
3,1,2,2,5,1812,12,1,55,2,3,85,0,56,63,51,5,2025,2,3,68,31,55,0
0,3,1,4,5,902,11,1,22,2,0,36,0,52,41,46,4,2020,0,3,46,5,23,0
0,2,3,4,5,958,9,1,35,2,6,82,1,39,41,32,4,2025,2,5,46,33,8,1
0,1,3,4,5,769,9,0,35,2,4,46,0,18,0,60,4,2016,2,1,6,13,8,1
0,1,6,7,5,397,12,1,27,1,1,68,3,57,41,49,5,2022,1,2,46,30,30,0
0,1,4,4,5,859,10,0,45,2,5,114,0,52,63,46,5,2019,2,2,68,28,42,0
1,1,2,8,5,184,6,1,27,1,4,16,1,12,41,13,5,2022,1,3,46,30,30,0
1,0,5,6,5,122,1,1,55,1,1,28,2,28,63,80,5,2017,1,3,68,2,55,0
0,1,3,5,4,868,5,1,35,2,3,23,0,71,81,68,4,2022,2,1,81,12,8,1
2,1,1,5,5,204,12,1,54,2,0,47,0,54,35,55,5,2024,2,3,40,31,34,0
0,1,3,7,5,825,12,1,38,2,0,64,0,57,41,49,7,2019,2,2,46,28,37,0
0,3,1,4,5,345,6,0,28,1,2,21,0,30,23,25,4,2023,1,4,26,5,31,0
0,1,1,4,5,785,5,1,28,2,4,46,0,30,41,25,4,2025,2,3,46,30,31,0
1,1,4,8,5,527,8,1,18,2,5,33,1,35,20,30,5,2016,2,3,25,29,1,1
1,0,3,8,5,1227,1,1,18,3,5,43,0,12,41,13,5,2019,0,2,46,28,1,0
0,1,2,0,5,491,5,0,27,1,4,51,0,2,41,3,5,2015,1,1,46,2,30,0
3,1,4,5,2,1680,7,0,45,2,6,23,2,55,61,50,5,2025,2,3,65,1,42,0
1,2,3,8,5,533,2,1,0,2,6,16,2,14,41,54,8,2023,2,2,46,28,24,0
0,3,3,0,7,312,11,1,44,1,0,83,0,50,71,42,7,2019,1,1,72,32,43,1
0,1,3,8,0,867,11,0,43,2,2,16,0,20,56,19,8,2018,2,1,60,20,45,1
1,1,1,8,5,457,4,1,55,2,0,12,0,14,41,54,5,2019,2,5,46,25,55,1
1,1,2,6,5,359,8,1,27,2,4,136,1,16,68,15,5,2016,2,4,71,31,30,1
0,1,3,0,5,339,8,1,55,1,0,15,1,50,41,42,5,2017,1,4,46,2,55,0
3,0,1,2,5,862,6,0,23,1,0,26,1,56,41,51,2,2024,1,3,46,22,26,1
1,1,6,6,5,236,2,1,27,1,4,74,2,74,41,69,5,2025,1,0,46,22,30,1
1,2,3,8,5,482,3,1,0,2,3,18,2,43,55,37,8,2025,2,2,54,9,24,1
0,0,5,3,6,774,8,1,32,2,0,9,0,33,29,28,6,2025,0,0,34,19,15,1
3,1,6,2,5,776,2,1,39,1,1,72,1,13,41,14,2,2024,1,1,46,9,38,1
0,1,3,4,5,891,3,1,3,2,2,50,0,39,41,32,4,2022,2,3,46,13,4,0
0,1,2,8,4,1028,12,0,15,2,1,11,1,43,48,37,5,2024,2,3,53,33,18,1
1,0,1,8,5,205,5,1,45,1,0,27,0,17,55,39,5,2018,1,3,54,14,42,0
1,1,3,8,5,455,3,1,37,2,4,66,1,48,41,43,8,2025,2,1,46,9,35,0
3,1,4,3,5,1063,5,1,27,2,2,66,0,78,41,73,5,2016,2,0,46,28,30,0
1,1,1,8,5,316,8,1,43,1,1,160,0,38,41,31,8,2020,1,4,46,2,45,0
1,1,3,6,5,358,5,1,15,2,4,28,1,15,0,10,5,2024,2,1,6,16,18,0
0,1,5,4,7,704,5,1,29,2,2,71,1,81,26,81,4,2015,2,5,32,24,47,0
3,1,3,1,5,1384,9,1,15,2,2,2,1,47,41,45,5,2017,2,1,46,28,18,1
0,1,4,4,5,671,6,1,22,2,5,85,3,49,41,44,4,2018,2,5,46,37,23,0
0,1,1,7,8,445,4,1,37,1,1,103,0,70,62,27,8,2020,1,5,66,25,35,0
0,2,2,7,5,714,4,1,15,2,4,1,0,70,41,27,5,2023,2,1,46,2,18,0
0,1,6,4,5,1063,10,1,13,3,3,75,2,39,41,32,5,2023,0,0,46,30,16,1
0,0,2,4,5,763,10,1,6,2,4,26,0,69,41,33,4,2016,2,3,46,28,22,1
0,1,6,0,5,712,9,0,26,2,2,23,1,2,41,3,0,2018,2,1,46,2,28,0
1,3,4,8,5,450,12,1,45,2,5,13,0,24,41,58,5,2018,2,4,46,30,42,1
2,1,2,8,8,178,9,0,8,1,6,20,1,51,53,17,8,2022,1,3,58,29,9,0
1,1,2,8,5,500,9,1,50,2,3,69,0,20,41,19,8,2018,2,4,46,22,46,0
2,1,1,5,5,161,2,1,40,2,4,74,1,25,41,20,5,2022,2,1,46,9,39,1
1,3,3,8,5,237,2,1,8,1,6,40,0,22,41,22,8,2019,1,3,46,30,9,0
3,3,2,2,5,1694,5,1,17,3,6,13,0,13,0,14,5,2015,0,1,6,30,19,1
1,2,2,6,5,149,5,0,20,1,6,37,0,15,47,10,5,2025,1,5,7,30,21,1
1,1,5,8,5,771,12,1,45,3,3,30,1,66,41,62,5,2025,0,3,46,28,42,1
0,0,2,4,5,658,7,1,18,2,0,13,0,5,41,6,5,2025,2,4,46,33,1,0
0,1,3,3,4,821,8,0,24,2,6,12,0,33,32,28,3,2023,2,3,39,37,29,1
0,3,3,1,3,773,9,0,1,2,6,50,1,41,28,59,1,2023,2,0,33,18,7,1
1,0,6,8,5,202,9,1,0,1,6,67,0,35,41,30,8,2023,1,1,46,30,24,0
1,1,3,8,5,214,1,1,37,1,6,3,0,20,41,19,8,2024,1,1,46,34,35,1
1,1,4,6,5,806,8,1,13,3,3,31,1,15,41,10,5,2019,0,1,46,30,16,0
1,1,5,8,5,500,11,0,4,2,3,53,2,35,41,30,8,2025,2,4,46,34,5,0
2,1,1,5,5,1266,5,1,45,3,5,35,0,25,41,20,5,2021,0,0,46,28,42,1
1,1,4,5,8,501,1,0,43,2,3,52,0,7,54,47,8,2015,2,1,14,25,45,0
1,1,5,8,5,481,3,1,50,2,5,34,1,20,41,19,8,2015,2,4,46,28,46,1
1,1,2,8,5,293,10,1,17,1,0,49,1,12,41,13,5,2019,1,0,46,30,19,0
0,0,2,7,5,735,11,1,38,2,1,14,1,72,41,71,7,2016,2,1,46,36,37,1
0,1,3,4,5,360,8,1,45,1,1,101,0,8,35,9,5,2025,1,0,40,22,42,0
0,1,5,4,5,853,8,1,40,2,1,13,2,29,23,64,5,2021,2,0,26,30,39,1
0,1,4,0,5,838,3,1,40,2,0,43,1,60,41,56,5,2017,2,5,46,2,39,1
2,1,3,5,5,69,11,1,27,1,4,20,0,6,41,0,5,2016,1,5,46,30,30,0
2,1,6,5,5,228,3,1,54,2,6,21,3,55,0,50,5,2018,2,5,6,9,34,1
2,1,3,5,5,141,5,1,18,2,0,5,1,6,41,0,5,2024,2,3,46,30,1,0
1,0,3,8,5,204,2,1,18,1,4,48,2,58,41,53,5,2023,1,1,46,31,1,0
0,1,4,1,8,743,9,0,12,2,0,82,0,41,43,59,1,2023,2,5,48,14,13,0
1,3,2,8,5,460,4,0,20,2,1,15,0,24,50,58,5,2025,2,5,55,28,21,1
0,1,1,6,7,776,4,1,5,2,5,40,0,16,40,15,7,2024,2,4,45,23,6,1
1,3,4,6,5,129,7,1,15,1,6,82,1,34,41,29,5,2024,1,1,46,31,18,0
3,1,1,2,5,1709,1,1,27,2,2,35,1,13,41,14,5,2019,2,3,46,1,30,0
1,0,2,6,5,432,3,1,36,2,1,28,0,34,41,29,6,2025,2,2,46,2,36,1
1,3,1,8,5,254,8,1,27,1,1,61,0,24,41,58,5,2025,1,3,46,30,30,0
2,1,5,8,8,131,8,1,4,1,1,72,1,35,13,30,8,2021,1,1,12,25,5,0
0,1,6,7,5,742,12,1,55,2,3,59,1,11,63,8,5,2017,2,3,68,9,55,1
0,1,1,7,5,384,4,0,27,1,1,87,0,19,41,34,5,2018,1,1,46,31,30,0
3,1,1,2,5,1666,12,0,27,2,1,9,1,65,41,61,5,2024,2,4,46,2,30,1
0,1,2,2,8,480,7,0,4,1,3,54,1,13,13,14,8,2020,1,5,12,1,5,1
0,1,2,4,5,647,4,1,53,2,2,7,1,69,41,33,4,2024,2,2,46,17,54,1
0,1,2,8,1,742,5,1,4,2,2,61,0,24,77,58,8,2015,2,1,80,0,5,1
0,3,5,4,5,883,7,1,29,2,0,29,3,30,41,25,4,2019,2,4,46,30,47,1
3,0,3,1,5,1077,1,1,15,2,5,17,1,31,41,65,5,2015,0,1,46,31,18,0
2,3,2,8,8,185,10,1,8,2,2,48,0,58,70,53,8,2023,2,2,73,34,9,0
0,1,2,0,8,350,6,0,43,1,4,17,0,21,39,16,8,2018,1,0,17,14,45,0
1,3,3,8,5,206,3,1,18,1,1,2,2,48,41,43,5,2025,1,1,46,9,1,0
0,3,2,4,5,316,9,1,3,1,0,3,1,69,55,33,4,2017,1,3,54,9,4,1
0,1,4,5,7,375,8,0,13,1,0,6,1,27,26,24,5,2019,1,0,32,24,16,1
0,3,5,0,5,801,1,1,20,2,2,33,1,0,41,1,5,2017,2,3,46,30,21,1
3,0,1,2,5,1873,7,0,27,2,5,42,0,65,23,61,5,2025,2,3,26,26,30,0
0,1,4,0,5,375,7,1,17,1,3,18,0,44,41,38,5,2023,1,2,46,30,19,1
1,0,1,8,5,1053,2,1,27,3,1,155,0,35,41,30,5,2018,0,1,46,31,30,1
0,3,1,4,5,751,7,0,7,2,5,51,1,49,41,44,4,2024,2,0,46,31,10,0
1,1,6,6,5,227,9,0,55,1,6,35,1,9,63,12,5,2022,1,5,68,8,55,1
0,3,1,4,5,320,7,1,55,1,5,5,0,5,41,6,5,2017,1,5,46,22,55,0
0,1,3,4,5,762,8,0,13,2,4,1,0,81,35,81,5,2018,2,3,40,30,16,0
1,0,2,8,5,520,12,1,8,2,1,28,0,12,41,13,8,2018,2,3,46,31,9,0
1,0,3,8,5,505,2,1,4,2,6,57,1,24,47,58,8,2015,2,1,7,2,5,0
3,1,5,3,5,452,6,1,40,1,2,42,0,33,50,28,5,2017,1,2,55,28,39,0
1,1,4,8,5,558,10,1,27,2,5,31,1,66,41,62,5,2025,2,5,46,28,30,1
0,1,1,7,5,437,8,1,19,1,4,17,1,70,41,27,7,2019,1,1,46,22,20,1
0,2,2,5,7,758,3,1,5,2,3,47,0,25,40,20,7,2024,2,3,45,36,6,1
3,0,4,3,5,1033,10,1,40,2,6,87,2,64,41,11,5,2015,2,1,46,28,39,1
1,1,3,8,5,213,7,1,17,1,2,7,0,24,41,58,5,2022,1,3,46,9,19,0
0,1,5,3,7,361,1,1,19,1,0,75,1,78,34,73,7,2025,1,0,19,15,20,1
1,1,1,8,5,544,8,1,55,2,4,2,1,43,35,37,5,2022,2,1,40,9,55,0
0,0,1,4,8,583,4,1,8,1,1,114,0,4,62,5,8,2021,1,0,66,34,9,0
0,1,2,8,0,878,8,1,4,2,4,27,1,51,1,17,8,2024,2,0,0,3,5,1
1,2,3,8,5,544,8,1,45,2,4,12,0,48,41,43,5,2018,2,1,46,14,42,1
0,1,3,3,8,847,3,0,49,2,1,63,0,64,70,11,8,2025,2,1,73,25,53,1
3,2,2,3,5,896,8,1,11,2,3,175,0,33,41,28,3,2018,2,1,46,21,11,0
1,1,1,6,5,347,7,1,27,2,0,116,0,28,41,80,5,2018,2,3,46,31,30,0
1,1,1,6,4,311,2,0,3,1,5,41,1,77,60,75,4,2023,1,3,18,35,4,0
0,0,1,0,5,772,1,1,40,2,2,102,0,42,20,36,5,2025,2,0,25,20,39,0
1,0,2,8,5,231,5,1,37,1,5,61,1,38,41,31,8,2019,1,1,46,22,35,0
0,1,4,4,5,820,7,1,27,2,6,96,2,4,41,5,5,2019,2,2,46,13,30,0
0,1,2,6,6,484,1,1,30,1,2,63,1,74,12,69,6,2024,1,4,9,35,33,0
0,0,2,4,3,678,6,1,33,2,6,56,0,5,67,6,3,2021,0,1,67,7,12,0
0,0,1,0,3,791,9,1,11,2,3,67,0,42,66,36,3,2022,2,3,37,20,11,0
0,1,2,7,5,750,12,0,45,2,0,34,0,70,50,27,5,2025,0,2,55,31,42,0
0,1,5,0,5,811,7,0,55,2,5,30,1,2,41,3,5,2015,2,1,46,20,55,0
1,1,2,6,5,142,8,0,54,1,0,46,0,74,41,69,5,2024,1,4,46,30,34,1
1,3,2,8,5,584,1,1,49,2,4,8,0,35,41,30,8,2016,2,3,46,2,53,0
1,1,6,8,5,526,10,0,13,2,4,15,0,22,41,22,5,2018,2,0,46,28,16,1
0,0,5,4,5,351,3,1,27,1,5,43,0,4,41,5,5,2017,1,3,46,2,30,1
0,1,2,4,7,272,5,1,47,1,2,8,1,69,8,33,4,2019,1,1,11,11,49,1
0,1,6,4,5,1238,10,1,29,3,6,78,2,29,68,64,4,2023,0,3,71,2,47,1
3,1,6,2,5,744,12,1,15,1,5,54,3,13,41,14,5,2023,1,3,46,2,18,0
0,0,2,6,0,376,7,1,26,1,2,44,0,61,56,57,0,2025,1,4,60,32,28,1
1,2,2,6,5,227,3,1,27,1,0,34,0,28,41,80,5,2021,1,3,46,35,30,1
0,3,2,7,5,667,3,0,27,2,0,27,0,11,41,8,5,2020,2,5,46,36,30,1
0,1,2,4,5,927,7,1,25,2,5,21,1,79,41,78,4,2019,0,3,46,33,27,1
3,1,2,1,5,884,4,1,17,1,3,55,1,36,41,79,5,2018,1,1,46,2,19,0
0,0,3,4,8,465,4,0,49,1,5,23,0,5,54,6,8,2024,1,5,14,33,53,1
1,1,3,8,5,431,6,0,8,2,5,34,1,24,41,58,8,2022,2,3,46,30,9,1
0,1,1,8,4,477,8,1,29,1,0,39,1,22,81,22,4,2021,1,3,81,5,47,0
2,1,4,4,4,97,2,1,17,1,0,38,2,5,78,6,5,2024,1,1,79,13,19,1
0,1,2,7,5,310,6,1,5,1,6,11,1,45,41,40,7,2023,1,3,46,22,6,1
1,1,1,8,5,196,6,0,8,1,5,39,1,48,41,43,8,2022,1,1,46,9,9,0
0,1,2,4,5,760,4,1,27,2,4,21,0,79,41,78,5,2019,2,5,46,2,30,0
1,1,6,6,5,158,1,1,40,1,6,78,1,77,41,75,5,2018,1,1,46,35,39,1
1,1,3,8,5,554,10,1,8,2,3,65,1,22,41,22,8,2021,2,3,46,3,9,1
1,1,1,8,5,220,10,1,18,1,3,97,0,58,41,53,5,2024,1,3,46,22,1,0
1,0,2,8,5,217,2,1,27,1,6,31,2,66,41,62,5,2017,1,1,46,30,30,0
0,1,1,1,1,759,2,1,48,2,1,25,1,63,79,18,1,2023,2,3,36,4,50,1
1,1,4,8,5,475,2,0,27,2,0,37,1,51,41,17,5,2021,2,2,46,31,30,1
0,2,2,3,7,277,3,1,46,1,0,22,1,78,71,73,7,2022,1,1,72,7,48,1
1,1,3,6,4,773,4,1,22,2,1,86,0,61,78,57,4,2022,2,5,79,12,23,1
1,0,1,8,5,302,1,0,43,1,4,13,0,12,41,13,8,2025,1,3,46,22,45,0
