segment_id,booking_id,leg_no,dep_airport,arr_airport,dep_city,arr_city,dep_date,flight_duration_min,stop_type
S-002933-03,BK-002933,3,SIN,BOM,Singapore,Mumbai,2019-03-06,277,Direct
S-002934-01,BK-002934,1,AUH,SIN,Abu Dhabi,Singapore,2017-01-18,307,Direct
S-002934-02,BK-002934,2,SIN,AUH,Singapore,Abu Dhabi,2017-01-21,385,Direct
S-002935-01,BK-002935,1,HAN,CDG,Hanoi,Paris,2023-12-03,428,Direct
S-002936-01,BK-002936,1,KWI,DMM,Kuwait City,Dammam,2025-10-02,113,Direct
S-002936-02,BK-002936,2,DMM,KWI,Dammam,Kuwait City,2025-10-29,127,Connection
S-002937-01,BK-002937,1,KWI,CMN,Kuwait City,Casablanca,2024-01-01,468,Direct
S-002937-02,BK-002937,2,CMN,KWI,Casablanca,Kuwait City,2024-01-08,454,Direct
S-002938-01,BK-002938,1,KWI,MAD,Kuwait City,Madrid,2023-12-26,309,Direct
S-002938-02,BK-002938,2,MAD,CCU,Madrid,Kolkata,2024-01-05,433,Direct
S-002938-03,BK-002938,3,CCU,RUH,Kolkata,Riyadh,2024-01-07,246,Direct
S-002939-01,BK-002939,1,KWI,CCU,Kuwait City,Kolkata,2019-10-05,241,Connection
S-002940-01,BK-002940,1,JED,CGK,Jeddah,Jakarta,2019-06-19,384,Direct
S-002940-02,BK-002940,2,CGK,MEL,Jakarta,Melbourne,2019-06-26,378,Direct
S-002940-03,BK-002940,3,MEL,LAX,Melbourne,Los Angeles,2019-07-04,299,Direct
S-002941-01,BK-002941,1,HRG,MAD,Hurghada,Madrid,2023-12-21,352,Direct
S-002942-01,BK-002942,1,KWI,DMM,Kuwait City,Dammam,2017-03-07,63,Direct
S-002942-02,BK-002942,2,DMM,SSH,Dammam,Sharm El Sheikh,2017-03-12,141,Connection
S-002943-01,BK-002943,1,KWI,SAW,Kuwait City,Istanbul-SAW,2025-11-12,484,Direct
S-002943-02,BK-002943,2,SAW,KWI,Istanbul-SAW,Kuwait City,2025-12-07,366,Direct
S-002944-01,BK-002944,1,NBO,SIN,Nairobi,Singapore,2026-04-29,280,Direct
S-002944-02,BK-002944,2,SIN,NBO,Singapore,Nairobi,2026-05-24,490,Direct
S-002945-01,BK-002945,1,KWI,BNE,Kuwait City,Brisbane,2020-07-29,862,Direct
S-002945-02,BK-002945,2,BNE,CMN,Brisbane,Casablanca,2020-08-06,311,Connection
S-002945-03,BK-002945,3,CMN,SYD,Casablanca,Sydney,2020-08-10,488,Direct
S-002946-01,BK-002946,1,JED,SAW,Jeddah,Istanbul-SAW,2016-08-22,301,Connection
S-002946-02,BK-002946,2,SAW,JED,Istanbul-SAW,Jeddah,2016-08-31,494,Connection
S-002947-01,BK-002947,1,KWI,ATH,Kuwait City,Athens,2025-08-21,458,Direct
S-002947-02,BK-002947,2,ATH,KWI,Athens,Kuwait City,2025-09-08,421,Connection
S-002948-01,BK-002948,1,BAH,TLV,Manama,Tel Aviv,2016-10-22,127,Direct
S-002949-01,BK-002949,1,KWI,FRA,Kuwait City,Frankfurt,2025-06-03,406,Direct
S-002950-01,BK-002950,1,HKG,JNB,Hong Kong,Johannesburg,2021-02-25,461,Direct
S-002951-01,BK-002951,1,KWI,CCU,Kuwait City,Kolkata,2023-10-12,253,Direct
S-002952-01,BK-002952,1,KWI,JNB,Kuwait City,Johannesburg,2024-04-07,359,Connection
S-002952-02,BK-002952,2,JNB,KWI,Johannesburg,Kuwait City,2024-04-22,331,Connection
S-002953-01,BK-002953,1,KWI,LHR,Kuwait City,London,2017-06-17,402,Direct
S-002953-02,BK-002953,2,LHR,KWI,London,Kuwait City,2017-06-28,301,Direct
S-002954-01,BK-002954,1,DXB,NRT,Dubai,Tokyo,2023-11-03,440,Direct
S-002954-02,BK-002954,2,NRT,DXB,Tokyo,Dubai,2023-11-10,518,Connection
S-002955-01,BK-002955,1,KWI,GRU,Kuwait City,Sao Paulo,2020-01-28,706,Connection
S-002955-02,BK-002955,2,GRU,KWI,Sao Paulo,Kuwait City,2020-02-10,754,Connection
S-002956-01,BK-002956,1,KWI,HYD,Kuwait City,Hyderabad,2022-07-04,226,Connection
S-002956-02,BK-002956,2,HYD,KWI,Hyderabad,Kuwait City,2022-07-19,204,Connection
S-002957-01,BK-002957,1,KWI,BKK,Kuwait City,Bangkok,2017-07-01,379,Direct
S-002957-02,BK-002957,2,BKK,KWI,Bangkok,Kuwait City,2017-07-04,320,Direct
S-002958-01,BK-002958,1,KWI,BGW,Kuwait City,Baghdad,2016-02-20,229,Direct
S-002958-02,BK-002958,2,BGW,KWI,Baghdad,Kuwait City,2016-03-17,154,Direct
S-002959-01,BK-002959,1,MCT,BCN,Muscat,Barcelona,2019-10-09,329,Connection
S-002959-02,BK-002959,2,BCN,MCT,Barcelona,Muscat,2019-10-15,398,Direct
S-002960-01,BK-002960,1,KWI,DOH,Kuwait City,Doha,2023-10-20,90,Direct
S-002960-02,BK-002960,2,DOH,KWI,Doha,Kuwait City,2023-11-09,106,Direct
S-002961-01,BK-002961,1,NRT,BAH,Tokyo,Manama,2016-12-21,470,Direct
S-002961-02,BK-002961,2,BAH,NRT,Manama,Tokyo,2017-01-08,542,Direct
S-002962-01,BK-002962,1,KWI,CMN,Kuwait City,Casablanca,2020-03-24,411,Connection
S-002963-01,BK-002963,1,MUX,BEY,Multan,Beirut,2024-06-11,485,Direct
S-002963-02,BK-002963,2,BEY,MUX,Beirut,Multan,2024-07-05,345,Direct
S-002964-01,BK-002964,1,DOH,MAA,Doha,Chennai,2020-09-15,220,Direct
S-002964-02,BK-002964,2,MAA,DOH,Chennai,Doha,2020-09-23,223,Direct
S-002965-01,BK-002965,1,SGN,BEY,Ho Chi Minh,Beirut,2024-08-05,341,Connection
S-002965-02,BK-002965,2,BEY,ICN,Beirut,Seoul,2024-08-09,306,Direct
S-002965-03,BK-002965,3,ICN,BKK,Seoul,Bangkok,2024-08-14,378,Connection
S-002966-01,BK-002966,1,JFK,DMM,New York,Dammam,2022-06-16,716,Connection
S-002967-01,BK-002967,1,DMM,BLR,Dammam,Bengaluru,2021-04-14,283,Connection
S-002967-02,BK-002967,2,BLR,DMM,Bengaluru,Dammam,2021-05-02,267,Direct
S-002968-01,BK-002968,1,KWI,PEK,Kuwait City,Beijing,2018-04-10,581,Direct
S-002968-02,BK-002968,2,PEK,KWI,Beijing,Kuwait City,2018-04-17,473,Connection
S-002969-01,BK-002969,1,DOH,DAC,Doha,Dhaka,2023-12-16,275,Direct
S-002969-02,BK-002969,2,DAC,KRT,Dhaka,Khartoum,2023-12-19,485,Direct
S-002969-03,BK-002969,3,KRT,ORD,Khartoum,Chicago,2023-12-29,253,Direct
S-002970-01,BK-002970,1,MAD,DXB,Madrid,Dubai,2019-12-23,307,Direct
S-002970-02,BK-002970,2,DXB,MAD,Dubai,Madrid,2020-01-22,314,Connection
S-002971-01,BK-002971,1,BAH,BEY,Manama,Beirut,2019-03-04,218,Direct
S-002971-02,BK-002971,2,BEY,BAH,Beirut,Manama,2019-03-26,195,Direct
S-002972-01,BK-002972,1,KWI,MAA,Kuwait City,Chennai,2018-07-22,220,Direct
S-002972-02,BK-002972,2,MAA,KWI,Chennai,Kuwait City,2018-08-10,305,Direct
S-002973-01,BK-002973,1,LHR,DAC,London,Dhaka,2019-12-06,426,Direct
S-002973-02,BK-002973,2,DAC,LHR,Dhaka,London,2019-12-17,475,Direct
S-002974-01,BK-002974,1,KWI,PEK,Kuwait City,Beijing,2018-02-18,519,Direct
S-002974-02,BK-002974,2,PEK,KWI,Beijing,Kuwait City,2018-02-26,517,Direct
S-002975-01,BK-002975,1,KWI,BOM,Kuwait City,Mumbai,2025-02-06,313,Direct
S-002975-02,BK-002975,2,BOM,KWI,Mumbai,Kuwait City,2025-02-26,270,Connection
S-002976-01,BK-002976,1,KWI,DAC,Kuwait City,Dhaka,2022-11-17,213,Direct
S-002977-01,BK-002977,1,KWI,KHI,Kuwait City,Karachi,2017-11-25,224,Direct
S-002977-02,BK-002977,2,KHI,KWI,Karachi,Kuwait City,2017-11-29,303,Connection
S-002978-01,BK-002978,1,KWI,BEY,Kuwait City,Beirut,2020-08-15,224,Direct
S-002978-02,BK-002978,2,BEY,ADD,Beirut,Addis Ababa,2020-08-25,380,Direct
S-002978-03,BK-002978,3,ADD,CAI,Addis Ababa,Cairo,2020-08-30,323,Direct
S-002979-01,BK-002979,1,LOS,MCT,Lagos,Muscat,2019-08-19,418,Direct
S-002980-01,BK-002980,1,KWI,ALG,Kuwait City,Algiers,2019-07-17,346,Direct
S-002980-02,BK-002980,2,ALG,KWI,Algiers,Kuwait City,2019-07-22,466,Direct
S-002981-01,BK-002981,1,KWI,JNB,Kuwait City,Johannesburg,2019-01-28,438,Connection
S-002982-01,BK-002982,1,KWI,KHI,Kuwait City,Karachi,2020-11-10,256,Direct
S-002982-02,BK-002982,2,KHI,KWI,Karachi,Kuwait City,2020-11-18,202,Direct
S-002983-01,BK-002983,1,CCU,LHR,Kolkata,London,2019-05-30,584,Direct
S-002984-01,BK-002984,1,KWI,YYZ,Kuwait City,Toronto,2024-04-04,656,Direct
S-002985-01,BK-002985,1,KWI,JNB,Kuwait City,Johannesburg,2019-07-10,476,Direct
S-002985-02,BK-002985,2,JNB,KWI,Johannesburg,Kuwait City,2019-07-24,449,Direct
S-002986-01,BK-002986,1,HAN,ATH,Hanoi,Athens,2018-10-27,465,Direct
S-002987-01,BK-002987,1,KWI,SAW,Kuwait City,Istanbul-SAW,2025-06-25,336,Direct
S-002988-01,BK-002988,1,KWI,TPE,Kuwait City,Taipei,2017-08-10,425,Connection
S-002989-01,BK-002989,1,KWI,KRT,Kuwait City,Khartoum,2024-02-07,398,Connection
S-002989-02,BK-002989,2,KRT,IAD,Khartoum,Washington DC,2024-02-11,470,Direct
S-002990-01,BK-002990,1,KWI,MUX,Kuwait City,Multan,2019-08-25,280,Direct
S-002991-01,BK-002991,1,PEW,RUH,Peshawar,Riyadh,2022-03-29,271,Direct
S-002991-02,BK-002991,2,RUH,PEW,Riyadh,Peshawar,2022-04-12,250,Connection
S-002992-01,BK-002992,1,KWI,CMB,Kuwait City,Colombo,2022-12-17,202,Direct
S-002993-01,BK-002993,1,NRT,MCT,Tokyo,Muscat,2019-10-04,471,Direct
S-002993-02,BK-002993,2,MCT,NRT,Muscat,Tokyo,2019-10-15,474,Connection
S-002994-01,BK-002994,1,KWI,MNL,Kuwait City,Manila,2022-05-13,335,Direct
S-002995-01,BK-002995,1,KWI,CMN,Kuwait City,Casablanca,2022-06-02,476,Direct
S-002996-01,BK-002996,1,KWI,ATH,Kuwait City,Athens,2019-07-03,452,Direct
S-002996-02,BK-002996,2,ATH,KWI,Athens,Kuwait City,2019-07-07,405,Direct
S-002997-01,BK-002997,1,KWI,VIE,Kuwait City,Vienna,2018-11-06,457,Direct
S-002997-02,BK-002997,2,VIE,KWI,Vienna,Kuwait City,2018-11-23,441,Direct
S-002998-01,BK-002998,1,KWI,BLR,Kuwait City,Bengaluru,2025-12-15,246,Direct
S-002998-02,BK-002998,2,BLR,KWI,Bengaluru,Kuwait City,2025-12-21,288,Connection
S-002999-01,BK-002999,1,KWI,DOH,Kuwait City,Doha,2018-10-30,109,Direct
S-002999-02,BK-002999,2,DOH,KWI,Doha,Kuwait City,2018-11-08,68,Direct
S-003000-01,BK-003000,1,KWI,MED,Kuwait City,Medina,2019-12-20,65,Direct
S-003000-02,BK-003000,2,MED,KUL,Medina,Kuala Lumpur,2019-12-28,449,Direct
S-003000-03,BK-003000,3,KUL,SGN,Kuala Lumpur,Ho Chi Minh,2020-01-05,490,Direct
S-003001-01,BK-003001,1,KWI,MAA,Kuwait City,Chennai,2023-08-11,273,Direct
S-003002-01,BK-003002,1,RUH,ORD,Riyadh,Chicago,2024-03-11,832,Connection
S-003002-02,BK-003002,2,ORD,ADL,Chicago,Adelaide,2024-03-19,433,Direct
S-003002-03,BK-003002,3,ADL,LOS,Adelaide,Lagos,2024-03-22,404,Direct
S-003003-01,BK-003003,1,SIN,MAD,Singapore,Madrid,2015-12-30,473,Direct
S-003003-02,BK-003003,2,MAD,SIN,Madrid,Singapore,2016-01-11,472,Direct
S-003004-01,BK-003004,1,KWI,MAN,Kuwait City,Manchester,2021-04-24,446,Direct
S-003004-02,BK-003004,2,MAN,KWI,Manchester,Kuwait City,2021-05-21,376,Connection
S-003005-01,BK-003005,1,KWI,DXB,Kuwait City,Dubai,2023-06-12,107,Connection
S-003006-01,BK-003006,1,KWI,LHR,Kuwait City,London,2019-04-18,444,Connection
S-003006-02,BK-003006,2,LHR,KWI,London,Kuwait City,2019-04-22,441,Direct
S-003007-01,BK-003007,1,MED,PEW,Medina,Peshawar,2015-04-03,243,Direct
S-003007-02,BK-003007,2,PEW,MED,Peshawar,Medina,2015-04-19,239,Direct
S-003008-01,BK-003008,1,KWI,NJF,Kuwait City,Najaf,2022-11-06,182,Direct
S-003009-01,BK-003009,1,JFK,YYZ,New York,Toronto,2025-12-29,334,Direct
S-003009-02,BK-003009,2,YYZ,GRU,Toronto,Sao Paulo,2026-01-08,290,Direct
S-003010-01,BK-003010,1,KWI,HKG,Kuwait City,Hong Kong,2023-07-04,525,Direct
S-003011-01,BK-003011,1,KWI,NJF,Kuwait City,Najaf,2023-11-28,187,Connection
S-003011-02,BK-003011,2,NJF,KWI,Najaf,Kuwait City,2023-12-20,114,Direct
S-003012-01,BK-003012,1,KWI,YYZ,Kuwait City,Toronto,2018-10-26,686,Direct
S-003013-01,BK-003013,1,BSR,AUH,Basra,Abu Dhabi,2017-07-22,196,Direct
S-003014-01,BK-003014,1,KWI,FCO,Kuwait City,Rome,2024-07-01,306,Direct
S-003015-01,BK-003015,1,KWI,ISB,Kuwait City,Islamabad,2019-03-15,238,Direct
S-003015-02,BK-003015,2,ISB,KWI,Islamabad,Kuwait City,2019-03-20,255,Direct
S-003016-01,BK-003016,1,AUH,MAA,Abu Dhabi,Chennai,2016-08-01,316,Connection
S-003016-02,BK-003016,2,MAA,AUH,Chennai,Abu Dhabi,2016-08-13,229,Direct
S-003017-01,BK-003017,1,KWI,RUH,Kuwait City,Riyadh,2019-10-14,60,Connection
S-003018-01,BK-003018,1,MNL,BAH,Manila,Manama,2025-02-18,434,Direct
S-003018-02,BK-003018,2,BAH,MNL,Manama,Manila,2025-03-03,399,Direct
S-003019-01,BK-003019,1,AUH,SSH,Abu Dhabi,Sharm El Sheikh,2023-06-28,131,Direct
S-003019-02,BK-003019,2,SSH,ICN,Sharm El Sheikh,Seoul,2023-07-07,359,Connection
S-003020-01,BK-003020,1,MUX,DXB,Multan,Dubai,2015-03-28,212,Connection
S-003020-02,BK-003020,2,DXB,CDG,Dubai,Paris,2015-04-06,475,Direct
S-003020-03,BK-003020,3,CDG,MED,Paris,Medina,2015-04-10,339,Direct
S-003021-01,BK-003021,1,CCU,SGN,Kolkata,Ho Chi Minh,2019-03-28,475,Direct
S-003022-01,BK-003022,1,LHE,ISB,Lahore,Islamabad,2018-08-07,92,Connection
S-003022-02,BK-003022,2,ISB,LHE,Islamabad,Lahore,2018-08-22,111,Direct
S-003023-01,BK-003023,1,KWI,HKG,Kuwait City,Hong Kong,2018-06-02,532,Connection
S-003023-02,BK-003023,2,HKG,KWI,Hong Kong,Kuwait City,2018-06-26,588,Direct
S-003024-01,BK-003024,1,KHI,KUL,Karachi,Kuala Lumpur,2025-08-06,353,Direct
S-003025-01,BK-003025,1,SHJ,MUX,Sharjah,Multan,2017-11-09,209,Direct
S-003025-02,BK-003025,2,MUX,SHJ,Multan,Sharjah,2017-11-26,289,Direct
S-003026-01,BK-003026,1,BNE,SGN,Brisbane,Ho Chi Minh,2023-02-28,393,Direct
S-003026-02,BK-003026,2,SGN,BNE,Ho Chi Minh,Brisbane,2023-03-28,289,Connection
S-003027-01,BK-003027,1,BAH,HRG,Manama,Hurghada,2024-05-29,165,Connection
S-003027-02,BK-003027,2,HRG,BAH,Hurghada,Manama,2024-06-07,182,Direct
S-003028-01,BK-003028,1,KWI,KHI,Kuwait City,Karachi,2024-04-27,251,Direct
S-003028-02,BK-003028,2,KHI,KWI,Karachi,Kuwait City,2024-05-24,191,Direct
S-003029-01,BK-003029,1,KWI,HYD,Kuwait City,Hyderabad,2023-09-26,294,Direct
S-003029-02,BK-003029,2,HYD,KWI,Hyderabad,Kuwait City,2023-10-25,180,Direct
S-003030-01,BK-003030,1,KWI,ADD,Kuwait City,Addis Ababa,2022-05-06,447,Connection
S-003030-02,BK-003030,2,ADD,BSR,Addis Ababa,Basra,2022-05-13,407,Connection
S-003031-01,BK-003031,1,AUH,DOH,Abu Dhabi,Doha,2023-12-19,102,Direct
S-003031-02,BK-003031,2,DOH,AUH,Doha,Abu Dhabi,2024-01-16,117,Connection
S-003032-01,BK-003032,1,JED,HAN,Jeddah,Hanoi,2020-03-01,332,Direct
S-003032-02,BK-003032,2,HAN,JED,Hanoi,Jeddah,2020-03-09,439,Direct
S-003033-01,BK-003033,1,KWI,HYD,Kuwait City,Hyderabad,2018-10-01,295,Connection
S-003034-01,BK-003034,1,KWI,MXP,Kuwait City,Milan,2025-09-08,382,Direct
S-003035-01,BK-003035,1,KWI,MUX,Kuwait City,Multan,2021-10-24,199,Connection
S-003035-02,BK-003035,2,MUX,KWI,Multan,Kuwait City,2021-11-21,230,Direct
S-003036-01,BK-003036,1,KWI,CGK,Kuwait City,Jakarta,2018-03-03,301,Direct
S-003036-02,BK-003036,2,CGK,KWI,Jakarta,Kuwait City,2018-03-25,394,Direct
S-003037-01,BK-003037,1,KWI,TBS,Kuwait City,Tbilisi,2024-01-20,147,Direct
S-003037-02,BK-003037,2,TBS,BSR,Tbilisi,Basra,2024-01-23,326,Direct
S-003038-01,BK-003038,1,KWI,BNE,Kuwait City,Brisbane,2020-01-14,957,Direct
S-003038-02,BK-003038,2,BNE,KWI,Brisbane,Kuwait City,2020-01-27,754,Direct
S-003039-01,BK-003039,1,KWI,CDG,Kuwait City,Paris,2024-03-12,365,Direct
S-003040-01,BK-003040,1,HAN,HYD,Hanoi,Hyderabad,2016-10-28,441,Direct
S-003040-02,BK-003040,2,HYD,HAN,Hyderabad,Hanoi,2016-11-17,471,Connection
S-003041-01,BK-003041,1,DOH,CDG,Doha,Paris,2024-09-21,474,Direct
S-003042-01,BK-003042,1,KUL,CGK,Kuala Lumpur,Jakarta,2018-07-23,385,Direct
S-003042-02,BK-003042,2,CGK,KUL,Jakarta,Kuala Lumpur,2018-08-04,302,Direct
S-003043-01,BK-003043,1,KWI,ISB,Kuwait City,Islamabad,2025-01-22,275,Connection
S-003044-01,BK-003044,1,KWI,VIE,Kuwait City,Vienna,2018-12-16,494,Direct
S-003045-01,BK-003045,1,KWI,AMS,Kuwait City,Amsterdam,2023-04-17,433,Direct
S-003045-02,BK-003045,2,AMS,KWI,Amsterdam,Kuwait City,2023-05-15,415,Direct
S-003046-01,BK-003046,1,KWI,HYD,Kuwait City,Hyderabad,2016-05-02,194,Direct
S-003046-02,BK-003046,2,HYD,KWI,Hyderabad,Kuwait City,2016-05-15,250,Direct
S-003047-01,BK-003047,1,DXB,FRA,Dubai,Frankfurt,2016-04-29,415,Direct
S-003047-02,BK-003047,2,FRA,EVN,Frankfurt,Yerevan,2016-05-07,342,Connection
S-003047-03,BK-003047,3,EVN,BNE,Yerevan,Brisbane,2016-05-12,290,Direct
S-003048-01,BK-003048,1,KWI,MCT,Kuwait City,Muscat,2024-08-12,60,Direct
S-003049-01,BK-003049,1,CMN,NJF,Casablanca,Najaf,2018-04-09,453,Direct
S-003049-02,BK-003049,2,NJF,CMN,Najaf,Casablanca,2018-05-06,334,Direct
S-003050-01,BK-003050,1,KWI,FCO,Kuwait City,Rome,2017-05-26,360,Direct
S-003051-01,BK-003051,1,ICN,ADD,Seoul,Addis Ababa,2015-08-06,495,Direct
S-003052-01,BK-003052,1,RUH,DAR,Riyadh,Dar es Salaam,2017-03-09,324,Direct
S-003052-02,BK-003052,2,DAR,RUH,Dar es Salaam,Riyadh,2017-03-15,432,Direct
S-003053-01,BK-003053,1,KWI,CDG,Kuwait City,Paris,2024-08-25,399,Direct
S-003053-02,BK-003053,2,CDG,KWI,Paris,Kuwait City,2024-09-23,369,Direct
S-003054-01,BK-003054,1,JED,MAD,Jeddah,Madrid,2016-07-21,308,Direct
S-003054-02,BK-003054,2,MAD,JED,Madrid,Jeddah,2016-08-02,314,Direct
S-003055-01,BK-003055,1,KWI,SAW,Kuwait City,Istanbul-SAW,2020-08-26,476,Direct
S-003056-01,BK-003056,1,BNE,BCN,Brisbane,Barcelona,2023-07-19,259,Direct
S-003056-02,BK-003056,2,BCN,BGW,Barcelona,Baghdad,2023-07-21,315,Connection
S-003056-03,BK-003056,3,BGW,TPE,Baghdad,Taipei,2023-07-28,350,Direct
S-003057-01,BK-003057,1,CMN,HKG,Casablanca,Hong Kong,2018-11-14,440,Direct
S-003058-01,BK-003058,1,KWI,LHE,Kuwait City,Lahore,2023-10-10,238,Direct
S-003059-01,BK-003059,1,MUX,MXP,Multan,Milan,2024-05-03,545,Direct
S-003060-01,BK-003060,1,KWI,MUX,Kuwait City,Multan,2024-04-30,204,Direct
S-003060-02,BK-003060,2,MUX,KWI,Multan,Kuwait City,2024-05-15,271,Direct
S-003061-01,BK-003061,1,KWI,VIE,Kuwait City,Vienna,2020-09-21,441,Direct
S-003062-01,BK-003062,1,KWI,FRA,Kuwait City,Frankfurt,2022-08-27,384,Connection
S-003062-02,BK-003062,2,FRA,KWI,Frankfurt,Kuwait City,2022-09-12,380,Direct
S-003063-01,BK-003063,1,KWI,DAC,Kuwait City,Dhaka,2021-11-01,315,Direct
S-003063-02,BK-003063,2,DAC,KWI,Dhaka,Kuwait City,2021-11-29,205,Direct
S-003064-01,BK-003064,1,KWI,MUX,Kuwait City,Multan,2017-02-14,307,Direct
S-003064-02,BK-003064,2,MUX,KWI,Multan,Kuwait City,2017-02-28,247,Direct
S-003065-01,BK-003065,1,RUH,LOS,Riyadh,Lagos,2024-10-06,492,Direct
S-003065-02,BK-003065,2,LOS,RUH,Lagos,Riyadh,2024-10-12,347,Connection
S-003066-01,BK-003066,1,KWI,JNB,Kuwait City,Johannesburg,2025-05-25,307,Direct
S-003066-02,BK-003066,2,JNB,SSH,Johannesburg,Sharm El Sheikh,2025-05-30,268,Direct
S-003067-01,BK-003067,1,KWI,MAA,Kuwait City,Chennai,2024-06-15,186,Direct
S-003067-02,BK-003067,2,MAA,KWI,Chennai,Kuwait City,2024-06-23,252,Connection
S-003068-01,BK-003068,1,DAC,PEK,Dhaka,Beijing,2024-02-07,348,Direct
S-003069-01,BK-003069,1,AUH,BLR,Abu Dhabi,Bengaluru,2019-06-25,206,Direct
S-003069-02,BK-003069,2,BLR,AUH,Bengaluru,Abu Dhabi,2019-07-06,241,Direct
S-003070-01,BK-003070,1,KWI,LHE,Kuwait City,Lahore,2022-04-05,216,Connection
S-003071-01,BK-003071,1,KWI,TLV,Kuwait City,Tel Aviv,2024-03-15,204,Direct
S-003072-01,BK-003072,1,KWI,ZRH,Kuwait City,Zurich,2020-04-05,453,Direct
S-003073-01,BK-003073,1,RUH,SGN,Riyadh,Ho Chi Minh,2023-05-25,441,Connection
S-003074-01,BK-003074,1,LAX,DXB,Los Angeles,Dubai,2025-08-27,863,Direct
S-003074-02,BK-003074,2,DXB,LAX,Dubai,Los Angeles,2025-09-18,602,Connection
S-003075-01,BK-003075,1,DOH,SKT,Doha,Sialkot,2022-04-19,303,Direct
S-003075-02,BK-003075,2,SKT,DOH,Sialkot,Doha,2022-05-13,294,Direct
S-003076-01,BK-003076,1,KWI,DOH,Kuwait City,Doha,2020-04-24,95,Direct
S-003077-01,BK-003077,1,KWI,BGW,Kuwait City,Baghdad,2025-06-07,198,Direct
S-003078-01,BK-003078,1,HYD,AMM,Hyderabad,Amman,2025-02-25,361,Connection
S-003078-02,BK-003078,2,AMM,HYD,Amman,Hyderabad,2025-03-24,323,Direct
S-003079-01,BK-003079,1,KWI,PEW,Kuwait City,Peshawar,2022-02-11,320,Direct
S-003079-02,BK-003079,2,PEW,KWI,Peshawar,Kuwait City,2022-03-08,260,Connection
S-003080-01,BK-003080,1,KWI,BOM,Kuwait City,Mumbai,2023-03-31,208,Direct
S-003080-02,BK-003080,2,BOM,KWI,Mumbai,Kuwait City,2023-04-17,264,Direct
S-003081-01,BK-003081,1,KWI,CCU,Kuwait City,Kolkata,2023-09-28,275,Direct
S-003082-01,BK-003082,1,KWI,BSR,Kuwait City,Basra,2016-05-11,204,Direct
S-003082-02,BK-003082,2,BSR,KWI,Basra,Kuwait City,2016-05-14,187,Connection
S-003083-01,BK-003083,1,KWI,SKT,Kuwait City,Sialkot,2016-03-16,233,Connection
S-003083-02,BK-003083,2,SKT,KWI,Sialkot,Kuwait City,2016-04-02,248,Direct
S-003084-01,BK-003084,1,KWI,MUX,Kuwait City,Multan,2025-09-13,182,Direct
S-003084-02,BK-003084,2,MUX,BGW,Multan,Baghdad,2025-09-21,307,Direct
S-003085-01,BK-003085,1,KWI,ICN,Kuwait City,Seoul,2023-05-12,458,Connection
S-003085-02,BK-003085,2,ICN,KWI,Seoul,Kuwait City,2023-06-09,555,Connection
S-003086-01,BK-003086,1,KWI,LAX,Kuwait City,Los Angeles,2016-09-17,805,Direct
S-003087-01,BK-003087,1,KWI,DEL,Kuwait City,New Delhi,2023-10-25,208,Direct
S-003088-01,BK-003088,1,BKK,MED,Bangkok,Medina,2024-04-01,338,Connection
S-003089-01,BK-003089,1,PEK,DEL,Beijing,New Delhi,2024-10-19,375,Direct
S-003089-02,BK-003089,2,DEL,PEK,New Delhi,Beijing,2024-10-23,379,Connection
S-003090-01,BK-003090,1,RUH,TLV,Riyadh,Tel Aviv,2024-04-05,100,Direct
S-003090-02,BK-003090,2,TLV,PVG,Tel Aviv,Shanghai,2024-04-09,338,Direct
S-003090-03,BK-003090,3,PVG,IAD,Shanghai,Washington DC,2024-04-19,283,Connection
S-003091-01,BK-003091,1,KWI,ALG,Kuwait City,Algiers,2018-08-07,383,Direct
S-003091-02,BK-003091,2,ALG,KWI,Algiers,Kuwait City,2018-09-04,424,Direct
S-003092-01,BK-003092,1,KWI,BLR,Kuwait City,Bengaluru,2024-05-24,237,Direct
S-003092-02,BK-003092,2,BLR,KWI,Bengaluru,Kuwait City,2024-06-21,310,Direct
S-003093-01,BK-003093,1,KWI,JED,Kuwait City,Jeddah,2024-03-27,83,Direct
S-003094-01,BK-003094,1,BKK,MAN,Bangkok,Manchester,2024-08-13,421,Direct
S-003095-01,BK-003095,1,MED,LOS,Medina,Lagos,2015-09-29,464,Direct
S-003096-01,BK-003096,1,KWI,KHI,Kuwait City,Karachi,2023-08-12,276,Direct
S-003096-02,BK-003096,2,KHI,BGW,Karachi,Baghdad,2023-08-19,348,Direct
S-003096-03,BK-003096,3,BGW,PVG,Baghdad,Shanghai,2023-08-24,443,Connection
S-003097-01,BK-003097,1,FCO,SIN,Rome,Singapore,2019-05-23,298,Connection
S-003097-02,BK-003097,2,SIN,FCO,Singapore,Rome,2019-06-19,458,Direct
S-003098-01,BK-003098,1,KWI,CMB,Kuwait City,Colombo,2025-09-06,214,Direct
S-003099-01,BK-003099,1,KWI,LOS,Kuwait City,Lagos,2019-02-24,321,Direct
S-003099-02,BK-003099,2,LOS,KWI,Lagos,Kuwait City,2019-03-04,425,Direct
S-003100-01,BK-003100,1,AMM,ZRH,Amman,Zurich,2020-09-01,380,Connection
S-003100-02,BK-003100,2,ZRH,AMM,Zurich,Amman,2020-09-04,376,Direct
S-003101-01,BK-003101,1,KWI,CGK,Kuwait City,Jakarta,2016-02-12,433,Connection
