passenger_id,booking_id,passenger_type,gender,age,nationality,loyalty_member
P-001722-03,BK-001722,ADT,F,55,Pakistani,1
P-001722-04,BK-001722,INF,F,1,Spanish,0
P-001722-05,BK-001722,INF,M,0,British,0
P-001723-01,BK-001723,ADT,F,25,Emirati,0
P-001723-02,BK-001723,ADT,F,49,Omani,0
P-001724-01,BK-001724,ADT,F,31,Omani,1
P-001725-01,BK-001725,ADT,M,41,Canadian,0
P-001725-02,BK-001725,CHD,M,3,Brazilian,0
P-001726-01,BK-001726,ADT,F,56,Omani,0
P-001726-02,BK-001726,ADT,M,20,Saudi,0
P-001726-03,BK-001726,ADT,F,45,Bahraini,0
P-001726-04,BK-001726,CHD,F,7,Omani,0
P-001726-05,BK-001726,INF,M,1,Saudi,0
P-001727-01,BK-001727,ADT,F,61,Bahraini,1
P-001727-02,BK-001727,ADT,M,39,Spanish,0
P-001727-03,BK-001727,ADT,F,54,Saudi,0
P-001727-04,BK-001727,CHD,M,7,Emirati,0
P-001728-01,BK-001728,ADT,M,37,Egyptian,0
P-001729-01,BK-001729,ADT,F,31,Sri Lankan,1
P-001729-02,BK-001729,ADT,M,70,Pakistani,0
P-001730-01,BK-001730,ADT,M,40,German,0
P-001730-02,BK-001730,ADT,F,51,German,0
P-001730-03,BK-001730,ADT,F,62,Qatari,0
P-001731-01,BK-001731,ADT,F,56,Emirati,1
P-001731-02,BK-001731,ADT,M,29,Omani,1
P-001731-03,BK-001731,ADT,F,32,Emirati,1
P-001732-01,BK-001732,ADT,F,38,Bahraini,0
P-001732-02,BK-001732,ADT,F,69,Omani,0
P-001733-01,BK-001733,ADT,F,19,British,0
P-001733-02,BK-001733,ADT,F,63,Omani,0
P-001733-03,BK-001733,CHD,M,3,Turkish,0
P-001734-01,BK-001734,ADT,F,40,Saudi,0
P-001734-02,BK-001734,ADT,M,34,Kuwaiti,0
P-001734-03,BK-001734,INF,M,0,Chinese,0
P-001734-04,BK-001734,INF,F,0,Kuwaiti,0
P-001735-01,BK-001735,ADT,M,68,Bahraini,0
P-001735-02,BK-001735,ADT,F,46,Bahraini,0
P-001735-03,BK-001735,ADT,M,29,Emirati,1
P-001736-01,BK-001736,ADT,F,66,Canadian,0
P-001736-02,BK-001736,ADT,F,22,Saudi,1
P-001737-01,BK-001737,ADT,F,58,British,0
P-001737-02,BK-001737,INF,M,1,German,0
P-001738-01,BK-001738,ADT,F,64,Nigerian,1
P-001738-02,BK-001738,ADT,M,26,Ethiopian,1
P-001739-01,BK-001739,ADT,F,18,Kuwaiti,1
P-001739-02,BK-001739,ADT,M,36,South African,0
P-001740-01,BK-001740,ADT,F,28,New Zealander,1
P-001740-02,BK-001740,ADT,M,67,Omani,0
P-001740-03,BK-001740,ADT,F,29,Emirati,0
P-001740-04,BK-001740,ADT,M,43,Qatari,0
P-001740-05,BK-001740,ADT,F,34,New Zealander,0
P-001740-06,BK-001740,ADT,M,48,Omani,0
P-001741-01,BK-001741,ADT,F,61,Thai,0
P-001741-02,BK-001741,ADT,F,37,Filipino,1
P-001741-03,BK-001741,ADT,M,40,Filipino,0
P-001742-01,BK-001742,ADT,F,37,Bahraini,1
P-001742-02,BK-001742,CHD,M,5,British,0
P-001742-03,BK-001742,CHD,F,9,Kuwaiti,0
P-001743-01,BK-001743,ADT,M,50,Qatari,0
P-001743-02,BK-001743,ADT,F,47,Kuwaiti,1
P-001744-01,BK-001744,ADT,M,40,Omani,0
P-001744-02,BK-001744,ADT,M,50,Saudi,1
P-001744-03,BK-001744,ADT,M,44,Kuwaiti,0
P-001745-01,BK-001745,ADT,F,24,Jordanian,0
P-001745-02,BK-001745,CHD,F,11,Kuwaiti,0
P-001746-01,BK-001746,ADT,F,51,Canadian,0
P-001746-02,BK-001746,ADT,M,46,Saudi,0
P-001746-03,BK-001746,CHD,M,3,Emirati,0
P-001747-01,BK-001747,ADT,F,63,Qatari,1
P-001747-02,BK-001747,ADT,F,48,Omani,0
P-001748-01,BK-001748,ADT,F,19,Nepali,1
P-001748-02,BK-001748,ADT,F,29,Pakistani,0
P-001749-01,BK-001749,ADT,M,61,Omani,1
P-001750-01,BK-001750,ADT,M,29,Saudi,0
P-001750-02,BK-001750,ADT,F,54,Kuwaiti,0
P-001750-03,BK-001750,ADT,M,59,American,0
P-001750-04,BK-001750,INF,M,1,Emirati,0
P-001751-01,BK-001751,ADT,M,20,Indian,0
P-001751-02,BK-001751,CHD,F,3,Pakistani,0
P-001751-03,BK-001751,INF,F,1,Nepali,0
P-001752-01,BK-001752,ADT,M,20,Thai,1
P-001752-02,BK-001752,ADT,M,57,Bahraini,0
P-001752-03,BK-001752,ADT,M,19,Thai,1
P-001753-01,BK-001753,ADT,F,71,Bahraini,0
P-001754-01,BK-001754,ADT,F,37,Qatari,1
P-001754-02,BK-001754,ADT,M,65,Emirati,1
P-001754-03,BK-001754,ADT,M,66,Saudi,0
P-001754-04,BK-001754,ADT,F,39,Japanese,1
P-001754-05,BK-001754,ADT,M,69,Omani,0
P-001754-06,BK-001754,ADT,F,48,Qatari,0
P-001755-01,BK-001755,ADT,M,52,Indian,1
P-001755-02,BK-001755,ADT,F,44,Nepali,0
P-001755-03,BK-001755,ADT,M,52,Turkish,0
P-001755-04,BK-001755,ADT,M,23,Pakistani,1
P-001755-05,BK-001755,ADT,M,63,Bangladeshi,0
P-001756-01,BK-001756,ADT,M,50,Saudi,0
P-001756-02,BK-001756,INF,F,1,Bahraini,0
P-001757-01,BK-001757,ADT,F,18,Jordanian,0
P-001757-02,BK-001757,ADT,M,64,Spanish,0
P-001757-03,BK-001757,INF,M,1,Lebanese,0
P-001757-04,BK-001757,INF,F,0,Iraqi,0
P-001758-01,BK-001758,ADT,M,21,Omani,0
P-001758-02,BK-001758,ADT,M,22,Kuwaiti,0
P-001759-01,BK-001759,ADT,F,71,Bahraini,1
P-001759-02,BK-001759,ADT,F,53,Chinese,1
P-001759-03,BK-001759,ADT,F,68,Japanese,1
P-001760-01,BK-001760,ADT,M,64,Nepali,1
P-001760-02,BK-001760,ADT,F,27,Spanish,0
P-001760-03,BK-001760,ADT,F,42,Turkish,0
P-001761-01,BK-001761,ADT,F,53,Omani,1
P-001762-01,BK-001762,ADT,M,60,Omani,0
P-001763-01,BK-001763,ADT,M,54,Qatari,1
P-001763-02,BK-001763,CHD,F,7,Qatari,0
P-001763-03,BK-001763,CHD,F,8,Emirati,0
P-001764-01,BK-001764,ADT,F,20,Saudi,1
P-001764-02,BK-001764,ADT,F,59,Emirati,0
P-001764-03,BK-001764,CHD,M,5,Kuwaiti,0
P-001764-04,BK-001764,CHD,M,3,Kuwaiti,0
P-001765-01,BK-001765,ADT,M,38,Kuwaiti,1
P-001766-01,BK-001766,ADT,F,71,Indonesian,0
P-001766-02,BK-001766,ADT,F,41,Indonesian,1
P-001766-03,BK-001766,ADT,F,33,Spanish,1
P-001766-04,BK-001766,ADT,M,30,Indonesian,1
P-001767-01,BK-001767,ADT,M,58,Omani,0
P-001767-02,BK-001767,ADT,F,48,Kuwaiti,1
P-001767-03,BK-001767,ADT,F,51,Omani,1
P-001767-04,BK-001767,INF,F,0,Bahraini,0
P-001768-01,BK-001768,ADT,F,18,Omani,1
P-001769-01,BK-001769,ADT,M,34,Bahraini,0
P-001769-02,BK-001769,ADT,M,32,Emirati,0
P-001770-01,BK-001770,ADT,M,40,Syrian,1
P-001771-01,BK-001771,ADT,F,70,Kuwaiti,1
P-001772-01,BK-001772,ADT,M,33,Emirati,0
P-001772-02,BK-001772,ADT,F,24,Bahraini,0
P-001773-01,BK-001773,ADT,M,70,Qatari,1
P-001773-02,BK-001773,ADT,M,44,Saudi,1
P-001774-01,BK-001774,ADT,M,34,Bahraini,1
P-001774-02,BK-001774,ADT,M,59,French,0
P-001774-03,BK-001774,ADT,F,26,Qatari,0
P-001775-01,BK-001775,ADT,M,36,Omani,1
P-001775-02,BK-001775,ADT,F,32,Qatari,0
P-001776-01,BK-001776,ADT,F,61,Emirati,0
P-001776-02,BK-001776,CHD,F,8,Indonesian,0
P-001777-01,BK-001777,ADT,M,42,Qatari,1
P-001777-02,BK-001777,ADT,M,36,Indian,0
P-001777-03,BK-001777,CHD,F,8,Saudi,0
P-001777-04,BK-001777,INF,M,1,Indian,0
P-001778-01,BK-001778,ADT,F,46,Saudi,0
P-001778-02,BK-001778,ADT,F,62,Bahraini,0
P-001779-01,BK-001779,ADT,M,32,Saudi,0
P-001780-01,BK-001780,ADT,F,57,German,0
P-001781-01,BK-001781,ADT,F,64,Emirati,1
P-001781-02,BK-001781,ADT,F,32,Kuwaiti,0
P-001781-03,BK-001781,ADT,M,41,Emirati,0
P-001781-04,BK-001781,ADT,M,18,American,1
P-001781-05,BK-001781,ADT,F,41,Kuwaiti,0
P-001782-01,BK-001782,ADT,M,51,Omani,0
P-001782-02,BK-001782,INF,F,0,Bahraini,0
P-001783-01,BK-001783,ADT,M,37,Nepali,0
P-001783-02,BK-001783,INF,M,1,Kuwaiti,0
P-001784-01,BK-001784,ADT,F,61,Kuwaiti,1
P-001784-02,BK-001784,ADT,F,38,Emirati,0
P-001784-03,BK-001784,CHD,M,11,Kuwaiti,0
P-001784-04,BK-001784,CHD,F,6,Omani,0
P-001785-01,BK-001785,ADT,F,43,Emirati,0
P-001786-01,BK-001786,ADT,F,41,Kuwaiti,0
P-001786-02,BK-001786,ADT,M,24,Kuwaiti,0
P-001787-01,BK-001787,ADT,F,61,Saudi,0
P-001787-02,BK-001787,ADT,M,64,Omani,1
P-001787-03,BK-001787,CHD,M,6,Japanese,0
P-001788-01,BK-001788,ADT,M,49,Qatari,0
P-001788-02,BK-001788,ADT,F,45,French,0
P-001788-03,BK-001788,INF,F,1,Spanish,0
P-001789-01,BK-001789,ADT,F,29,Bahraini,1
P-001789-02,BK-001789,CHD,F,5,Omani,0
P-001789-03,BK-001789,INF,F,1,Qatari,0
P-001790-01,BK-001790,ADT,F,52,Omani,1
P-001790-02,BK-001790,ADT,M,62,Emirati,0
P-001790-03,BK-001790,ADT,M,49,Emirati,0
P-001790-04,BK-001790,ADT,M,28,Saudi,1
P-001790-05,BK-001790,CHD,F,9,Thai,0
P-001791-01,BK-001791,ADT,F,67,Pakistani,0
P-001791-02,BK-001791,ADT,M,35,Bangladeshi,0
P-001792-01,BK-001792,ADT,M,26,Qatari,0
P-001792-02,BK-001792,ADT,M,20,Saudi,0
P-001792-03,BK-001792,CHD,M,5,Korean,0
P-001792-04,BK-001792,CHD,M,9,Bahraini,0
P-001793-01,BK-001793,ADT,F,39,Sri Lankan,0
P-001793-02,BK-001793,ADT,M,33,Pakistani,1
P-001793-03,BK-001793,ADT,M,20,Sri Lankan,0
P-001794-01,BK-001794,ADT,F,20,Kuwaiti,0
P-001794-02,BK-001794,ADT,M,72,Bahraini,0
P-001794-03,BK-001794,ADT,F,43,Spanish,1
P-001794-04,BK-001794,ADT,F,57,Qatari,0
P-001794-05,BK-001794,ADT,M,22,Bahraini,0
P-001795-01,BK-001795,ADT,F,52,Syrian,1
P-001795-02,BK-001795,CHD,F,2,Emirati,0
P-001796-01,BK-001796,ADT,M,24,Omani,1
P-001796-02,BK-001796,ADT,F,68,Bangladeshi,0
P-001796-03,BK-001796,ADT,M,21,Bahraini,0
P-001796-04,BK-001796,ADT,M,28,Kuwaiti,0
P-001796-05,BK-001796,INF,F,0,Bangladeshi,0
P-001797-01,BK-001797,ADT,M,37,French,0
P-001798-01,BK-001798,ADT,M,49,Emirati,1
P-001799-01,BK-001799,ADT,M,28,Egyptian,0
P-001799-02,BK-001799,ADT,M,45,Qatari,0
P-001799-03,BK-001799,ADT,F,22,Bahraini,0
P-001800-01,BK-001800,ADT,F,50,Kuwaiti,0
P-001800-02,BK-001800,ADT,M,55,South African,1
P-001800-03,BK-001800,ADT,M,70,Saudi,1
P-001800-04,BK-001800,ADT,M,42,South African,1
P-001801-01,BK-001801,ADT,F,71,Qatari,1
P-001801-02,BK-001801,CHD,F,9,Kuwaiti,0
P-001801-03,BK-001801,INF,M,1,Qatari,0
P-001802-01,BK-001802,ADT,M,42,Malaysian,1
P-001802-02,BK-001802,INF,F,0,Emirati,0
P-001803-01,BK-001803,ADT,M,45,Pakistani,0
P-001803-02,BK-001803,INF,M,0,Kuwaiti,0
P-001804-01,BK-001804,ADT,M,67,Saudi,0
P-001804-02,BK-001804,ADT,F,50,Saudi,0
P-001804-03,BK-001804,ADT,F,52,Indian,1
P-001805-01,BK-001805,ADT,M,36,Pakistani,0
P-001805-02,BK-001805,ADT,M,71,Nigerian,0
P-001805-03,BK-001805,ADT,F,51,Pakistani,1
P-001806-01,BK-001806,ADT,F,47,Kuwaiti,0
P-001807-01,BK-001807,ADT,F,41,Emirati,1
P-001808-01,BK-001808,ADT,F,59,Kuwaiti,0
P-001808-02,BK-001808,ADT,M,59,Bahraini,1
P-001808-03,BK-001808,INF,M,1,Omani,0
P-001808-04,BK-001808,INF,F,0,Indonesian,0
P-001809-01,BK-001809,ADT,M,72,Iraqi,0
P-001809-02,BK-001809,CHD,F,7,Kuwaiti,0
P-001809-03,BK-001809,CHD,M,8,Saudi,0
P-001810-01,BK-001810,ADT,M,64,Qatari,1
P-001810-02,BK-001810,CHD,F,7,Saudi,0
P-001811-01,BK-001811,ADT,M,52,Bahraini,0
P-001811-02,BK-001811,ADT,M,49,Turkish,0
P-001811-03,BK-001811,ADT,F,25,Qatari,0
P-001811-04,BK-001811,CHD,M,7,Qatari,0
P-001812-01,BK-001812,ADT,M,53,Bahraini,0
P-001812-02,BK-001812,INF,F,1,Bahraini,0
P-001813-01,BK-001813,ADT,F,43,Saudi,1
P-001813-02,BK-001813,ADT,F,41,Thai,1
P-001813-03,BK-001813,CHD,M,9,Kuwaiti,0
P-001813-04,BK-001813,INF,M,1,Saudi,0
P-001814-01,BK-001814,ADT,F,57,Qatari,1
P-001815-01,BK-001815,ADT,F,45,Spanish,1
P-001816-01,BK-001816,ADT,M,30,Jordanian,0
P-001817-01,BK-001817,ADT,M,23,Kuwaiti,1
P-001817-02,BK-001817,ADT,M,27,Kuwaiti,1
P-001817-03,BK-001817,ADT,F,53,Omani,0
P-001817-04,BK-001817,ADT,M,49,Saudi,1
P-001817-05,BK-001817,ADT,F,45,Bahraini,1
P-001818-01,BK-001818,ADT,F,44,Omani,0
P-001818-02,BK-001818,INF,M,1,Emirati,0
P-001818-03,BK-001818,INF,M,1,Omani,0
P-001819-01,BK-001819,ADT,M,43,Chinese,1
P-001819-02,BK-001819,ADT,M,66,Bahraini,1
P-001820-01,BK-001820,ADT,F,57,British,0
P-001820-02,BK-001820,ADT,F,61,Jordanian,0
P-001820-03,BK-001820,ADT,M,66,Italian,1
P-001821-01,BK-001821,ADT,F,60,Omani,0
P-001822-01,BK-001822,ADT,M,62,Ethiopian,0
P-001823-01,BK-001823,ADT,F,21,Indonesian,0
P-001823-02,BK-001823,ADT,F,61,Indonesian,0
P-001823-03,BK-001823,ADT,M,22,Malaysian,1
P-001823-04,BK-001823,ADT,F,28,Filipino,1
P-001823-05,BK-001823,ADT,M,62,Nepali,0
P-001824-01,BK-001824,ADT,M,30,Saudi,0
P-001824-02,BK-001824,CHD,F,2,Filipino,0
P-001825-01,BK-001825,ADT,F,64,Bahraini,1
P-001825-02,BK-001825,ADT,M,59,Turkish,0
P-001825-03,BK-001825,ADT,F,62,Saudi,0
P-001826-01,BK-001826,ADT,M,71,Spanish,1
P-001826-02,BK-001826,ADT,M,34,Bahraini,1
P-001826-03,BK-001826,INF,M,0,Saudi,0
P-001826-04,BK-001826,INF,M,1,Emirati,0
P-001827-01,BK-001827,ADT,F,18,Bangladeshi,0
P-001827-02,BK-001827,ADT,M,36,Bangladeshi,1
P-001827-03,BK-001827,ADT,M,65,Bangladeshi,0
P-001827-04,BK-001827,ADT,M,41,Omani,0
P-001828-01,BK-001828,ADT,M,22,Bahraini,0
P-001829-01,BK-001829,ADT,F,49,Bahraini,0
P-001829-02,BK-001829,ADT,M,50,Bangladeshi,1
P-001829-03,BK-001829,CHD,M,10,Omani,0
P-001830-01,BK-001830,ADT,F,22,Japanese,0
P-001830-02,BK-001830,ADT,M,63,Emirati,0
P-001830-03,BK-001830,ADT,F,35,Korean,0
P-001830-04,BK-001830,ADT,F,62,Japanese,1
P-001830-05,BK-001830,CHD,M,4,Omani,0
P-001830-06,BK-001830,CHD,F,2,Omani,0
P-001831-01,BK-001831,ADT,M,40,Bahraini,0
P-001831-02,BK-001831,ADT,M,54,Omani,1
P-001831-03,BK-001831,CHD,F,5,Omani,0
P-001831-04,BK-001831,INF,M,1,Emirati,0
P-001832-01,BK-001832,ADT,F,50,Bahraini,0
P-001832-02,BK-001832,INF,F,0,Lebanese,0
P-001833-01,BK-001833,ADT,M,39,Korean,0
P-001833-02,BK-001833,INF,M,0,Chinese,0
P-001834-01,BK-001834,ADT,M,70,Kuwaiti,0
P-001835-01,BK-001835,ADT,F,20,German,0
P-001835-02,BK-001835,ADT,M,49,Malaysian,0
P-001836-01,BK-001836,ADT,M,33,Bahraini,0
P-001836-02,BK-001836,ADT,F,27,Saudi,0
P-001836-03,BK-001836,ADT,M,40,Saudi,0
P-001837-01,BK-001837,ADT,M,50,Canadian,0
P-001838-01,BK-001838,ADT,M,69,Qatari,0
P-001838-02,BK-001838,CHD,M,2,Emirati,0
P-001838-03,BK-001838,CHD,F,4,Saudi,0
P-001839-01,BK-001839,ADT,M,34,Omani,1
P-001840-01,BK-001840,ADT,F,57,American,0
P-001840-02,BK-001840,CHD,F,10,Brazilian,0
P-001840-03,BK-001840,INF,F,0,Pakistani,0
P-001841-01,BK-001841,ADT,M,36,Bahraini,0
P-001842-01,BK-001842,ADT,M,60,Emirati,0
P-001842-02,BK-001842,ADT,F,20,Qatari,0
P-001842-03,BK-001842,INF,M,0,Kuwaiti,0
P-001843-01,BK-001843,ADT,M,44,Turkish,0
P-001843-02,BK-001843,ADT,M,49,Turkish,0
P-001843-03,BK-001843,INF,F,1,Jordanian,0
P-001844-01,BK-001844,ADT,M,45,Bahraini,0
P-001844-02,BK-001844,ADT,F,39,Omani,0
P-001845-01,BK-001845,ADT,F,35,Kuwaiti,0
P-001845-02,BK-001845,ADT,F,41,Saudi,0
P-001845-03,BK-001845,ADT,M,61,Qatari,1
P-001845-04,BK-001845,INF,F,0,Kuwaiti,0
P-001845-05,BK-001845,INF,M,0,Lebanese,0
P-001846-01,BK-001846,ADT,M,37,Emirati,0
P-001846-02,BK-001846,INF,F,0,Qatari,0
P-001847-01,BK-001847,ADT,M,64,Emirati,1
P-001848-01,BK-001848,ADT,F,26,Emirati,0
P-001849-01,BK-001849,ADT,F,51,Turkish,0
P-001850-01,BK-001850,ADT,F,23,Korean,0
P-001850-02,BK-001850,CHD,M,8,Japanese,0
P-001851-01,BK-001851,ADT,F,46,American,0
P-001851-02,BK-001851,ADT,M,22,Omani,1
P-001852-01,BK-001852,ADT,M,69,Bangladeshi,0
P-001852-02,BK-001852,ADT,M,68,Pakistani,1
P-001852-03,BK-001852,ADT,F,26,Omani,1
P-001852-04,BK-001852,ADT,F,48,Qatari,0
P-001853-01,BK-001853,ADT,M,23,Saudi,0
P-001853-02,BK-001853,CHD,M,8,Saudi,0
P-001853-03,BK-001853,CHD,F,10,Omani,0
P-001854-01,BK-001854,ADT,M,72,German,1
P-001855-01,BK-001855,ADT,M,18,Korean,0
P-001855-02,BK-001855,ADT,M,71,Japanese,0
P-001856-01,BK-001856,ADT,F,60,Omani,0
P-001856-02,BK-001856,ADT,F,64,Qatari,0
P-001856-03,BK-001856,ADT,M,19,Saudi,0
P-001856-04,BK-001856,ADT,M,52,Emirati,1
P-001856-05,BK-001856,ADT,M,70,Kuwaiti,1
P-001856-06,BK-001856,ADT,F,35,Emirati,1
P-001857-01,BK-001857,ADT,F,41,Saudi,0
P-001858-01,BK-001858,ADT,M,30,Pakistani,1
P-001859-01,BK-001859,ADT,F,58,Omani,0
P-001859-02,BK-001859,ADT,F,55,Emirati,1
P-001859-03,BK-001859,ADT,M,62,New Zealander,0
P-001859-04,BK-001859,INF,F,1,Australian,0
P-001859-05,BK-001859,INF,F,1,Bahraini,0
P-001860-01,BK-001860,ADT,M,19,Omani,0
P-001860-02,BK-001860,INF,F,1,Qatari,0
P-001861-01,BK-001861,ADT,M,35,Bahraini,0
P-001861-02,BK-001861,INF,F,0,Indian,0
P-001862-01,BK-001862,ADT,M,19,Turkish,0
P-001862-02,BK-001862,CHD,F,6,German,0
P-001863-01,BK-001863,ADT,M,27,Bahraini,0
P-001863-02,BK-001863,ADT,F,54,Kuwaiti,0
P-001864-01,BK-001864,ADT,M,50,Kuwaiti,1
P-001865-01,BK-001865,ADT,M,53,Chinese,0
P-001865-02,BK-001865,ADT,F,54,Chinese,1
P-001865-03,BK-001865,CHD,F,9,Chinese,0
P-001865-04,BK-001865,CHD,F,3,Korean,0
P-001866-01,BK-001866,ADT,M,49,Italian,0
P-001867-01,BK-001867,ADT,F,51,Saudi,0
P-001867-02,BK-001867,ADT,F,49,Saudi,0
P-001867-03,BK-001867,ADT,F,62,Kuwaiti,1
P-001867-04,BK-001867,CHD,M,6,Saudi,0
P-001868-01,BK-001868,ADT,F,35,Kuwaiti,0
P-001868-02,BK-001868,ADT,M,45,Qatari,0
P-001868-03,BK-001868,ADT,F,58,Qatari,1
P-001868-04,BK-001868,ADT,M,24,Indian,0
P-001869-01,BK-001869,ADT,F,55,Qatari,0
P-001870-01,BK-001870,ADT,M,42,Kuwaiti,0
P-001871-01,BK-001871,ADT,F,70,Bahraini,1
P-001871-02,BK-001871,CHD,F,2,Emirati,0
P-001872-01,BK-001872,ADT,M,70,Bahraini,0
P-001872-02,BK-001872,ADT,F,32,Chinese,1
P-001872-03,BK-001872,ADT,F,63,Kuwaiti,0
P-001872-04,BK-001872,CHD,M,8,Qatari,0
P-001873-01,BK-001873,ADT,F,42,German,1
P-001873-02,BK-001873,CHD,M,11,Emirati,0
P-001874-01,BK-001874,ADT,M,39,Spanish,0
P-001875-01,BK-001875,ADT,F,20,Emirati,1
P-001875-02,BK-001875,CHD,F,5,Saudi,0
P-001876-01,BK-001876,ADT,F,72,Qatari,1
P-001876-02,BK-001876,CHD,M,6,Qatari,0
P-001876-03,BK-001876,CHD,M,9,Kuwaiti,0
P-001877-01,BK-001877,ADT,M,55,Saudi,1
P-001877-02,BK-001877,ADT,M,39,Qatari,1
P-001877-03,BK-001877,ADT,M,52,Saudi,0
P-001877-04,BK-001877,ADT,F,36,Omani,0
P-001877-05,BK-001877,ADT,F,29,Qatari,0
P-001878-01,BK-001878,ADT,F,30,Pakistani,0
P-001878-02,BK-001878,ADT,M,42,Qatari,1
P-001878-03,BK-001878,ADT,F,62,Omani,0
P-001878-04,BK-001878,ADT,F,32,Saudi,0
P-001879-01,BK-001879,ADT,M,62,Indian,1
P-001879-02,BK-001879,ADT,M,35,Bangladeshi,0
P-001880-01,BK-001880,ADT,F,18,Australian,0
P-001880-02,BK-001880,ADT,M,62,Emirati,1
P-001880-03,BK-001880,ADT,F,54,Bahraini,1
P-001880-04,BK-001880,ADT,F,38,Australian,0
P-001880-05,BK-001880,ADT,F,45,Emirati,0
P-001881-01,BK-001881,ADT,M,28,Nepali,0
P-001881-02,BK-001881,ADT,F,40,Omani,1
P-001881-03,BK-001881,ADT,F,66,Kuwaiti,0
P-001881-04,BK-001881,ADT,F,29,Qatari,0
P-001882-01,BK-001882,ADT,M,55,Chinese,1
P-001882-02,BK-001882,ADT,F,69,Jordanian,0
P-001882-03,BK-001882,ADT,F,27,Iraqi,0
P-001882-04,BK-001882,ADT,M,27,Syrian,0
P-001882-05,BK-001882,ADT,F,26,Egyptian,1
P-001883-01,BK-001883,ADT,F,56,Qatari,0
P-001883-02,BK-001883,ADT,M,36,Saudi,0
P-001884-01,BK-001884,ADT,M,30,Jordanian,0
P-001884-02,BK-001884,ADT,M,59,Omani,0
P-001884-03,BK-001884,INF,F,1,Saudi,0
P-001884-04,BK-001884,INF,M,1,Egyptian,0
P-001885-01,BK-001885,ADT,M,25,Indonesian,0
P-001885-02,BK-001885,ADT,M,47,Spanish,0
P-001885-03,BK-001885,ADT,M,47,Spanish,0
P-001885-04,BK-001885,ADT,M,42,Turkish,1
P-001885-05,BK-001885,CHD,M,4,French,0
P-001886-01,BK-001886,ADT,M,47,Emirati,1
P-001886-02,BK-001886,CHD,M,7,Bahraini,0
P-001886-03,BK-001886,CHD,M,7,Omani,0
P-001887-01,BK-001887,ADT,M,47,Nepali,0
P-001887-02,BK-001887,ADT,M,31,American,0
P-001887-03,BK-001887,ADT,M,58,Indian,0
P-001887-04,BK-001887,ADT,F,65,Brazilian,1
P-001887-05,BK-001887,INF,F,0,American,0
P-001888-01,BK-001888,ADT,F,50,Brazilian,1
P-001889-01,BK-001889,ADT,F,69,Kuwaiti,1
P-001889-02,BK-001889,ADT,M,41,Sri Lankan,0
P-001889-03,BK-001889,ADT,F,55,Bangladeshi,0
P-001889-04,BK-001889,INF,M,0,Sri Lankan,0
P-001889-05,BK-001889,INF,F,0,Saudi,0
P-001890-01,BK-001890,ADT,F,25,Spanish,0
P-001890-02,BK-001890,ADT,M,32,Italian,1
P-001890-03,BK-001890,ADT,F,32,British,0
P-001890-04,BK-001890,ADT,F,67,Italian,0
P-001891-01,BK-001891,ADT,M,42,Indian,0
P-001891-02,BK-001891,ADT,M,39,Kenyan,0
P-001891-03,BK-001891,INF,M,0,Indian,0
P-001891-04,BK-001891,INF,M,1,Sri Lankan,0
P-001892-01,BK-001892,ADT,M,36,Saudi,0
P-001892-02,BK-001892,ADT,M,34,Qatari,1
P-001892-03,BK-001892,ADT,M,70,Bahraini,0
P-001892-04,BK-001892,ADT,M,53,Pakistani,0
P-001893-01,BK-001893,ADT,F,49,Emirati,0
P-001893-02,BK-001893,ADT,M,29,Omani,1
P-001894-01,BK-001894,ADT,M,59,Malaysian,0
P-001894-02,BK-001894,INF,M,0,Emirati,0
P-001895-01,BK-001895,ADT,F,40,Sri Lankan,0
P-001895-02,BK-001895,ADT,M,70,Bahraini,0
P-001896-01,BK-001896,ADT,M,37,Qatari,0
P-001897-01,BK-001897,ADT,F,33,Turkish,0
P-001897-02,BK-001897,ADT,M,23,Kuwaiti,1
P-001898-01,BK-001898,ADT,F,32,Bangladeshi,0
P-001899-01,BK-001899,ADT,M,63,Saudi,1
P-001900-01,BK-001900,ADT,F,56,British,0
P-001901-01,BK-001901,ADT,M,22,Emirati,0
P-001901-02,BK-001901,ADT,F,20,Qatari,0
P-001902-01,BK-001902,ADT,F,64,Qatari,1
P-001902-02,BK-001902,ADT,M,49,Emirati,0
P-001902-03,BK-001902,ADT,F,32,Kuwaiti,0
P-001902-04,BK-001902,ADT,F,71,Saudi,1
P-001903-01,BK-001903,ADT,M,69,Saudi,0
P-001904-01,BK-001904,ADT,F,51,Bahraini,0
P-001904-02,BK-001904,ADT,F,66,Emirati,0
P-001905-01,BK-001905,ADT,M,19,Indian,0
P-001906-01,BK-001906,ADT,M,33,Kuwaiti,0
P-001906-02,BK-001906,ADT,M,68,Sri Lankan,1
P-001906-03,BK-001906,ADT,F,28,Kuwaiti,0
P-001906-04,BK-001906,ADT,F,45,Saudi,0
P-001906-05,BK-001906,ADT,M,22,Indian,1
P-001907-01,BK-001907,ADT,M,66,Pakistani,0
P-001907-02,BK-001907,ADT,F,29,Saudi,0
P-001907-03,BK-001907,CHD,M,8,Nepali,0
P-001908-01,BK-001908,ADT,M,47,Bangladeshi,1
P-001909-01,BK-001909,ADT,M,41,Bahraini,1
P-001909-02,BK-001909,CHD,F,7,Saudi,0
P-001910-01,BK-001910,ADT,F,31,Turkish,1
P-001910-02,BK-001910,ADT,M,57,Italian,0
P-001910-03,BK-001910,ADT,M,25,Omani,1
