booking_id,booking_date,travel_date,channel,trip_type,cabin,airline,origin,destination,route_band,pax_count,base_fare_usd,taxes_usd,total_usd,cost_usd,profit_usd,booking_status,cancel_reason,lead_time_days,season
BK-004331,2024-10-29,2025-01-03,Online,Round-trip,Economy,GF,KWI,MAA,Medium,2,1059.5,177.12,1236.62,1053.97,182.65,Pending,,66,Winter
BK-004332,2025-08-10,2025-09-27,Phone,Round-trip,Economy,PK,KWI,LHE,Medium,1,529.34,78.86,608.2,525.21,82.99,Ticketed,,48,Autumn
BK-004333,2019-03-06,2019-03-31,Phone,Multi-city,Economy,QR,KWI,LHE,Medium,1,576.75,108.04,684.79,587.9,96.89,Ticketed,,25,Spring
BK-004334,2022-07-21,2022-09-18,WhatsApp,Round-trip,Economy,BA,SIN,SAW,Long,2,1265.44,203.65,1469.09,1209.88,259.21,Ticketed,,59,Autumn
BK-004335,2022-05-13,2022-06-26,Corporate,Round-trip,Economy,MH,SIN,BCN,Long,2,2265.32,316.83,2582.15,2603.71,-21.56,Ticketed,,44,Summer
BK-004336,2023-12-04,2024-01-20,WhatsApp,Round-trip,Economy,GF,BAH,CMB,Medium,4,2161.6,425.57,2587.17,2580.86,6.31,Ticketed,,47,Winter
BK-004337,2019-10-06,2019-11-03,WhatsApp,One-way,Business,FZ,KWI,MUX,Medium,3,2578.8,414.47,2993.27,2779.91,213.36,Ticketed,,28,Autumn
BK-004338,2019-12-24,2020-01-22,Phone,Round-trip,Economy,KU,KWI,BOM,Medium,2,1246.24,270.47,1516.71,1369.71,147.0,Ticketed,,29,Winter
BK-004339,2016-06-10,2016-09-01,Online,One-way,Economy,SV,KWI,TPE,VeryLong,5,7406.75,1357.11,8763.86,8138.63,625.23,Cancelled,Duplicate booking,83,Autumn
BK-004340,2023-09-05,2023-09-13,Phone,One-way,Business,AZ,KWI,ZRH,Long,3,8994.72,952.57,9947.29,10058.99,-111.7,Ticketed,,8,Autumn
BK-004341,2015-05-24,2015-06-01,WhatsApp,One-way,Business,KU,KWI,MAD,Long,3,7815.9,1351.91,9167.81,8124.95,1042.86,Ticketed,,8,Summer
BK-004342,2022-02-28,2022-03-07,Phone,Round-trip,Business,AZ,VIE,NJF,Medium,2,2562.38,258.41,2820.79,2454.6,366.19,Ticketed,,7,Spring
BK-004343,2015-09-29,2015-11-20,Walk-in,One-way,First,FZ,KWI,CCU,Medium,2,4034.26,417.22,4451.48,4315.78,135.7,Ticketed,,52,Autumn
BK-004344,2024-06-03,2024-06-27,Corporate,One-way,Economy,KQ,NBO,AUH,Long,3,2149.02,442.44,2591.46,2631.07,-39.61,Cancelled,Schedule change,24,Summer
BK-004345,2016-03-29,2016-04-12,WhatsApp,One-way,Economy,KU,SHJ,MUX,Medium,2,876.66,167.44,1044.1,1068.61,-24.51,Ticketed,,14,Spring
BK-004346,2022-04-16,2022-07-24,Online,One-way,Business,FR,MAD,BCN,Short,5,3584.25,367.78,3952.03,3460.29,491.74,Ticketed,,99,Summer
BK-004347,2023-12-27,2024-01-27,Online,Round-trip,Economy,KU,KWI,ISB,Medium,1,459.02,89.81,548.83,502.17,46.66,Ticketed,,31,Winter
BK-004348,2019-03-24,2019-04-27,Online,Round-trip,Economy,WY,KWI,ICN,VeryLong,2,1460.64,147.64,1608.28,1434.11,174.17,Ticketed,,34,Spring
BK-004349,2025-04-04,2025-06-28,Phone,One-way,Economy,TK,MAN,BAH,Long,2,1078.62,137.92,1216.54,1224.05,-7.51,Ticketed,,85,Summer
BK-004350,2025-08-09,2025-08-21,Corporate,One-way,Economy,OS,DMM,FCO,Long,1,892.23,92.77,985.0,935.42,49.58,Ticketed,,12,Summer
BK-004351,2017-09-09,2017-10-29,Online,Round-trip,Economy,OS,FCO,TPE,Long,1,966.4,197.17,1163.57,961.88,201.69,Ticketed,,50,Autumn
BK-004352,2023-03-18,2023-04-29,Online,One-way,Business,SV,DXB,RUH,Short,2,862.22,135.27,997.49,828.47,169.02,Ticketed,,42,Spring
BK-004353,2022-12-21,2023-01-27,Online,Round-trip,Economy,PR,BAH,MNL,Long,3,1762.77,258.38,2021.15,1677.93,343.22,Cancelled,Medical issue,37,Winter
BK-004354,2023-06-15,2023-09-19,Corporate,Multi-city,Economy,SG,MCT,CCU,Medium,1,310.04,49.95,359.99,361.51,-1.52,Ticketed,,96,Autumn
BK-004355,2019-02-22,2019-03-20,Online,Round-trip,Business,XY,JED,ORD,VeryLong,5,27611.65,2859.74,30471.39,30978.39,-507.0,Ticketed,,26,Spring
BK-004356,2019-01-14,2019-04-04,WhatsApp,Round-trip,Economy,EY,KWI,BAH,Short,3,242.52,25.54,268.06,262.65,5.41,Ticketed,,80,Spring
BK-004357,2018-07-03,2018-11-10,Online,Round-trip,Economy,QR,KWI,SAW,Long,2,1378.38,198.56,1576.94,1501.9,75.04,Ticketed,,130,Autumn
BK-004358,2015-03-25,2015-07-04,Online,One-way,Economy,XY,DMM,BLR,Medium,3,781.77,131.17,912.94,750.04,162.9,Ticketed,,101,Summer
BK-004359,2019-01-11,2019-04-24,Online,Multi-city,Business,FZ,KWI,PVG,VeryLong,2,6847.16,1234.41,8081.57,7127.59,953.98,Ticketed,,103,Spring
BK-004360,2022-06-02,2022-06-14,Online,Round-trip,Economy,FR,MXP,CAI,Medium,3,1270.95,271.52,1542.47,1419.89,122.58,Ticketed,,12,Summer
BK-004361,2025-01-19,2025-04-17,WhatsApp,One-way,Economy,FZ,KWI,BOM,Medium,2,891.3,94.97,986.27,850.93,135.34,Ticketed,,88,Spring
BK-004362,2024-08-16,2024-10-11,WhatsApp,One-way,Economy,KU,KWI,TPE,VeryLong,6,8723.58,873.27,9596.85,9297.03,299.82,Ticketed,,56,Autumn
BK-004363,2024-11-08,2024-12-18,Online,Round-trip,Economy,KU,KWI,DAC,Medium,2,714.16,79.99,794.15,720.96,73.19,Ticketed,,40,Winter
BK-004364,2024-07-31,2024-08-29,Corporate,Multi-city,First,AI,DAC,DOH,Medium,2,4062.7,854.03,4916.73,5038.25,-121.52,Ticketed,,29,Summer
BK-004365,2022-08-24,2022-10-03,WhatsApp,One-way,Business,TK,KWI,IST,Long,1,3453.06,454.9,3907.96,3521.2,386.76,Ticketed,,40,Autumn
BK-004366,2024-04-08,2024-06-13,WhatsApp,Round-trip,Economy,SG,KWI,BOM,Medium,3,1584.6,337.2,1921.8,1656.81,264.99,Ticketed,,66,Summer
BK-004367,2022-06-16,2022-06-27,Corporate,Round-trip,Economy,KU,KWI,HRG,Medium,3,587.67,71.99,659.66,565.21,94.45,Ticketed,,11,Summer
BK-004368,2025-04-28,2025-06-03,Corporate,Round-trip,Economy,EK,KWI,LAX,VeryLong,1,1149.35,171.84,1321.19,1175.55,145.64,Ticketed,,36,Summer
BK-004369,2023-06-29,2023-07-17,Corporate,Round-trip,Economy,KU,KWI,ALG,Long,4,2331.8,488.02,2819.82,2594.33,225.49,Ticketed,,18,Summer
BK-004370,2024-10-28,2024-12-21,Online,Multi-city,Economy,CX,DOH,PEK,VeryLong,2,2391.08,355.21,2746.29,2329.46,416.83,Ticketed,,54,Winter
BK-004371,2019-04-17,2019-05-08,Online,Round-trip,Economy,FZ,AUH,DAC,Medium,3,1055.37,220.12,1275.49,1078.25,197.24,Ticketed,,21,Spring
BK-004372,2017-08-10,2017-10-03,WhatsApp,Round-trip,Business,SG,KWI,ISB,Medium,2,2291.48,323.06,2614.54,2604.83,9.71,Ticketed,,54,Autumn
BK-004373,2016-07-18,2016-07-23,WhatsApp,Round-trip,Economy,BG,KWI,CMB,Medium,1,434.65,80.33,514.98,528.53,-13.55,Ticketed,,5,Summer
BK-004374,2016-10-01,2016-10-15,Corporate,One-way,Business,WY,KWI,MXP,Long,3,9147.09,1854.17,11001.26,9969.42,1031.84,Cancelled,Customer no-show,14,Autumn
BK-004375,2024-05-24,2024-06-07,WhatsApp,One-way,Economy,CA,PEK,HKG,Long,3,3566.43,362.53,3928.96,3553.51,375.45,Ticketed,,14,Summer
BK-004376,2019-12-25,2020-02-15,Corporate,One-way,Economy,MS,SSH,CAI,Long,1,848.86,109.33,958.19,933.89,24.3,Ticketed,,52,Winter
BK-004377,2023-07-17,2023-10-15,Online,One-way,Business,KU,KWI,SKT,Medium,3,3865.83,624.73,4490.56,4471.78,18.78,Ticketed,,90,Autumn
BK-004378,2025-03-25,2025-06-16,Phone,One-way,Business,CX,JED,HKG,VeryLong,1,2591.86,327.23,2919.09,2846.99,72.1,Ticketed,,83,Summer
BK-004379,2022-02-25,2022-06-07,Online,Round-trip,Economy,AI,RUH,BLR,Medium,6,2486.16,505.09,2991.25,2528.82,462.43,Ticketed,,102,Summer
BK-004380,2023-05-22,2023-06-20,Corporate,Round-trip,Economy,GF,BAH,CMB,Medium,2,902.6,112.65,1015.25,938.02,77.23,Ticketed,,29,Summer
BK-004381,2022-09-09,2022-10-13,Online,One-way,Economy,SG,KWI,DAC,Medium,1,372.84,55.18,428.02,353.58,74.44,Ticketed,,34,Autumn
BK-004382,2018-06-30,2018-08-23,Walk-in,One-way,Economy,VN,SIN,MCT,Long,3,1841.37,273.74,2115.11,2038.9,76.21,Ticketed,,54,Summer
BK-004383,2017-02-12,2017-02-19,Walk-in,Multi-city,Economy,BG,KWI,DAC,Medium,3,1138.56,150.29,1288.85,1132.48,156.37,Ticketed,,7,Winter
BK-004384,2024-01-28,2024-02-09,WhatsApp,Round-trip,Economy,6E,KWI,CCU,Medium,2,577.86,101.57,679.43,629.45,49.98,Ticketed,,12,Winter
BK-004385,2016-06-01,2016-07-04,Corporate,Round-trip,PremiumEconomy,KU,KWI,FCO,Long,3,4016.07,598.04,4614.11,4630.63,-16.52,Ticketed,,33,Summer
BK-004386,2024-01-14,2024-04-07,WhatsApp,Round-trip,Economy,KU,KWI,MAD,Long,4,2019.2,247.87,2267.07,2289.78,-22.71,Pending,,84,Spring
BK-004387,2024-01-04,2024-01-19,Online,Round-trip,Business,W6,KWI,VIE,Long,1,2506.08,374.55,2880.63,2704.0,176.63,Ticketed,,15,Winter
BK-004388,2017-02-12,2017-03-04,Corporate,Round-trip,PremiumEconomy,ET,PEW,DAR,Long,3,3491.43,722.93,4214.36,3457.7,756.66,Cancelled,Visa denied,20,Spring
BK-004389,2022-08-22,2022-10-01,Walk-in,One-way,Economy,KU,KWI,HYD,Medium,1,300.99,30.45,331.44,292.59,38.85,Ticketed,,40,Autumn
BK-004390,2016-08-01,2016-09-16,Online,Round-trip,PremiumEconomy,EK,KWI,EVN,Medium,1,664.07,71.77,735.84,716.76,19.08,Ticketed,,46,Autumn
BK-004391,2021-05-07,2021-05-20,Online,One-way,Business,EY,KWI,SGN,Long,2,4280.22,758.74,5038.96,4757.58,281.38,Ticketed,,13,Spring
BK-004392,2016-04-11,2016-07-09,Corporate,One-way,Business,VA,KWI,PER,VeryLong,2,6797.94,749.51,7547.45,6915.19,632.26,Ticketed,,89,Summer
BK-004393,2024-01-08,2024-03-18,Corporate,Round-trip,Economy,SG,BOM,JED,Medium,4,1046.32,173.1,1219.42,1071.31,148.11,Ticketed,,70,Spring
BK-004394,2021-11-17,2021-12-06,Phone,Multi-city,Business,EY,BAH,HKG,VeryLong,2,7396.88,1490.94,8887.82,8609.02,278.8,Ticketed,,19,Winter
BK-004395,2023-10-31,2023-12-09,Corporate,Round-trip,PremiumEconomy,PK,HKG,KHI,Long,2,3353.36,703.1,4056.46,3686.84,369.62,Ticketed,,39,Winter
BK-004396,2023-08-25,2023-10-09,WhatsApp,Round-trip,Economy,FZ,KWI,DOH,Short,3,255.33,28.84,284.17,276.43,7.74,Ticketed,,45,Autumn
BK-004397,2015-04-27,2015-07-09,WhatsApp,One-way,PremiumEconomy,G9,JED,SSH,Medium,1,306.76,33.07,339.83,307.78,32.05,Ticketed,,73,Summer
BK-004398,2018-04-14,2018-05-19,WhatsApp,Multi-city,First,EY,KWI,CGK,Long,1,2917.13,538.89,3456.02,3070.28,385.74,Ticketed,,35,Spring
BK-004399,2024-04-12,2024-05-16,WhatsApp,Round-trip,Business,QR,SHJ,LOS,Long,3,3213.27,542.52,3755.79,3642.02,113.77,Ticketed,,34,Spring
BK-004400,2025-01-11,2025-04-13,WhatsApp,One-way,Economy,GF,CMB,AMS,Long,2,1877.98,364.11,2242.09,2050.67,191.42,Cancelled,Airline cancelled,92,Spring
BK-004401,2023-07-12,2023-09-11,WhatsApp,Round-trip,Economy,6E,KHI,BOM,Short,4,349.08,76.37,425.45,438.04,-12.59,Pending,,61,Autumn
BK-004402,2016-01-01,2016-03-12,Online,Multi-city,Economy,SV,MED,PEK,VeryLong,1,885.18,148.82,1034.0,949.59,84.41,Ticketed,,71,Spring
BK-004403,2018-01-12,2018-04-07,WhatsApp,Round-trip,Economy,G9,KWI,IST,Long,2,2536.24,340.37,2876.61,2547.71,328.9,Ticketed,,85,Spring
BK-004404,2019-06-13,2019-07-02,Walk-in,Multi-city,Economy,WY,DMM,MCT,Short,1,196.59,27.75,224.34,212.46,11.88,Ticketed,,19,Summer
BK-004405,2015-01-10,2015-02-27,Corporate,Round-trip,Economy,G9,KWI,HYD,Medium,1,633.89,112.49,746.38,693.14,53.24,Ticketed,,48,Winter
BK-004406,2024-10-21,2024-12-25,Online,Round-trip,Economy,AI,KWI,BOM,Medium,4,1756.88,257.1,2013.98,2065.43,-51.45,Cancelled,Schedule change,65,Winter
BK-004407,2023-04-15,2023-04-30,Walk-in,One-way,Economy,FR,ICN,FCO,Long,3,1379.46,272.08,1651.54,1390.73,260.81,Pending,,15,Spring
BK-004408,2017-02-09,2017-05-11,Online,Round-trip,First,GF,KWI,EVN,Medium,1,1762.59,255.0,2017.59,1686.23,331.36,Ticketed,,91,Spring
BK-004409,2019-10-28,2019-10-30,Walk-in,Multi-city,Economy,WY,KRT,LHR,Long,3,1069.2,130.66,1199.86,1231.67,-31.81,Cancelled,Changed plans,2,Autumn
BK-004410,2024-06-09,2024-08-29,WhatsApp,Round-trip,Economy,SV,KWI,DAR,Long,1,691.73,136.19,827.92,735.8,92.12,Ticketed,,81,Summer
BK-004411,2018-03-24,2018-06-17,Online,One-way,Economy,FZ,DXB,HYD,Medium,3,775.56,118.02,893.58,815.29,78.29,Ticketed,,85,Summer
BK-004412,2020-10-15,2020-12-30,Walk-in,Round-trip,PremiumEconomy,UK,RUH,MAA,Medium,3,2272.71,465.09,2737.8,2762.31,-24.51,Ticketed,,76,Winter
BK-004413,2024-07-30,2024-09-09,Phone,Round-trip,PremiumEconomy,G9,SHJ,AMS,Long,2,2027.98,310.87,2338.85,2178.44,160.41,Ticketed,,41,Autumn
BK-004414,2015-09-15,2015-10-12,Walk-in,Round-trip,Business,KU,KWI,PEK,VeryLong,1,3693.41,802.91,4496.32,4538.85,-42.53,Ticketed,,27,Autumn
BK-004415,2022-12-20,2023-01-04,Online,Round-trip,Economy,FZ,MED,KRT,Long,1,593.77,85.5,679.27,670.15,9.12,Cancelled,Schedule change,15,Winter
BK-004416,2024-01-20,2024-02-25,Online,Multi-city,Economy,EK,KWI,LOS,Long,1,843.39,130.48,973.87,987.12,-13.25,Cancelled,Personal reason,36,Winter
BK-004417,2025-07-18,2025-08-07,Walk-in,Round-trip,Economy,EK,BAH,KHI,Medium,3,1774.41,264.98,2039.39,1818.95,220.44,Ticketed,,20,Summer
BK-004418,2021-12-03,2021-12-15,Online,Round-trip,Economy,FZ,DXB,GRU,VeryLong,2,4865.2,775.37,5640.57,5400.58,239.99,Ticketed,,12,Winter
BK-004419,2024-08-26,2024-09-27,Corporate,Round-trip,Economy,KU,KWI,MAA,Medium,2,923.46,150.18,1073.64,1038.92,34.72,Ticketed,,32,Autumn
BK-004420,2023-04-28,2023-05-11,WhatsApp,Round-trip,Economy,EK,SHJ,DXB,Short,3,579.03,107.95,686.98,619.65,67.33,Pending,,13,Spring
BK-004421,2025-11-26,2026-01-08,Online,One-way,PremiumEconomy,GF,KWI,SGN,Long,3,5274.75,658.91,5933.66,5961.42,-27.76,Ticketed,,43,Winter
BK-004422,2017-10-19,2017-11-27,Walk-in,Round-trip,Economy,SG,KWI,CCU,Medium,2,822.02,153.88,975.9,887.23,88.67,Ticketed,,39,Autumn
BK-004423,2019-06-04,2019-06-28,Corporate,Round-trip,Economy,WY,KWI,ALG,Long,2,995.58,205.43,1201.01,1033.09,167.92,Ticketed,,24,Summer
BK-004424,2025-05-31,2025-08-07,Walk-in,Multi-city,Economy,FR,KWI,BCN,Long,2,1208.74,125.05,1333.79,1264.37,69.42,Ticketed,,68,Summer
BK-004425,2025-12-25,2026-01-14,WhatsApp,One-way,Business,WY,MED,ISB,Medium,1,1563.5,230.5,1794.0,1745.98,48.02,Ticketed,,20,Winter
BK-004426,2025-10-22,2025-11-26,Corporate,One-way,Business,EY,KWI,MUX,Medium,2,1562.26,302.56,1864.82,1889.45,-24.63,Ticketed,,35,Autumn
BK-004427,2023-09-02,2023-11-05,WhatsApp,One-way,Business,KU,KWI,CDG,Long,4,13255.32,1617.37,14872.69,14021.53,851.16,Cancelled,Schedule change,64,Autumn
BK-004428,2023-06-10,2023-08-01,Online,One-way,Economy,BA,SSH,BCN,Medium,2,651.54,94.32,745.86,675.47,70.39,Ticketed,,52,Summer
BK-004429,2019-08-23,2019-08-29,Online,Multi-city,Economy,XY,KWI,RUH,Short,6,1201.02,210.95,1411.97,1206.15,205.82,Ticketed,,6,Summer
BK-004430,2019-03-27,2019-05-25,WhatsApp,One-way,PremiumEconomy,KU,KWI,PEW,Medium,6,5504.82,840.26,6345.08,5601.22,743.86,Ticketed,,59,Spring
BK-004431,2023-05-04,2023-07-09,WhatsApp,Round-trip,Economy,SG,KWI,CCU,Medium,1,596.95,127.98,724.93,652.82,72.11,Ticketed,,66,Summer
BK-004432,2018-03-16,2018-05-22,WhatsApp,Round-trip,Economy,QR,KWI,ISB,Medium,1,334.08,59.25,393.33,325.52,67.81,Ticketed,,67,Spring
BK-004433,2022-12-16,2023-01-19,Phone,Round-trip,Economy,AZ,DMM,FCO,Long,5,6091.65,1310.41,7402.06,6601.17,800.89,Ticketed,,34,Winter
BK-004434,2023-09-14,2023-11-16,Online,One-way,PremiumEconomy,PK,LHE,ADL,Long,3,3768.69,423.39,4192.08,3753.4,438.68,Ticketed,,63,Autumn
BK-004435,2019-12-10,2019-12-18,Online,One-way,First,PR,MCT,MNL,Long,1,5262.22,1027.3,6289.52,6181.38,108.14,Ticketed,,8,Winter
BK-004436,2025-04-27,2025-05-05,Online,Round-trip,Business,FZ,KWI,LOS,Long,2,4301.46,719.36,5020.82,4398.47,622.35,Ticketed,,8,Spring
BK-004437,2015-05-22,2015-06-16,WhatsApp,One-way,Business,PK,BAH,SKT,Medium,3,4868.97,940.54,5809.51,5982.79,-173.28,Ticketed,,25,Summer
BK-004438,2021-02-23,2021-03-08,Online,One-way,Economy,XY,JED,GRU,VeryLong,5,6161.6,1042.49,7204.09,7147.71,56.38,Ticketed,,13,Spring
BK-004439,2024-12-19,2025-02-11,Online,Round-trip,Business,IA,ALG,BGW,Long,4,6966.28,942.91,7909.19,7759.33,149.86,Ticketed,,54,Winter
BK-004440,2019-09-19,2019-11-01,Corporate,One-way,Economy,GF,KWI,HKG,VeryLong,1,722.77,128.93,851.7,787.43,64.27,Cancelled,Airline cancelled,43,Autumn
BK-004441,2024-06-08,2024-06-23,WhatsApp,One-way,Business,AF,ATH,DMM,Long,5,13222.3,1742.47,14964.77,14684.51,280.26,Ticketed,,15,Summer
BK-004442,2018-12-12,2019-02-08,Online,One-way,Economy,FZ,KWI,TBS,Medium,2,738.28,125.46,863.74,800.02,63.72,Ticketed,,58,Winter
BK-004443,2018-08-22,2018-09-29,Online,Round-trip,Business,IA,BSR,ADL,Long,1,3265.88,659.43,3925.31,3912.02,13.29,Ticketed,,38,Autumn
BK-004444,2023-11-17,2024-01-19,WhatsApp,Round-trip,Business,G9,AUH,KHI,Medium,4,6084.72,682.53,6767.25,5861.03,906.22,Ticketed,,63,Winter
BK-004445,2015-08-10,2015-10-19,Online,Round-trip,PremiumEconomy,ME,DEL,BEY,Long,4,4110.2,490.91,4601.11,4386.53,214.58,Ticketed,,70,Autumn
BK-004446,2024-07-01,2024-10-15,Walk-in,Round-trip,Business,KU,KWI,ISB,Medium,5,6174.6,1086.97,7261.57,6140.26,1121.31,Ticketed,,106,Autumn
BK-004447,2024-06-23,2024-07-31,Online,One-way,Economy,SA,SHJ,CMN,Long,1,435.04,44.32,479.36,399.37,79.99,Ticketed,,38,Summer
BK-004448,2023-06-16,2023-07-20,Online,Multi-city,Economy,SV,SIN,AUH,Long,1,412.49,67.8,480.29,420.41,59.88,Cancelled,Duplicate booking,34,Summer
BK-004449,2024-07-27,2024-10-07,Online,One-way,Business,PK,KWI,KHI,Medium,3,5303.07,959.96,6263.03,6051.92,211.11,Ticketed,,72,Autumn
BK-004450,2018-08-21,2018-08-26,Corporate,One-way,Economy,EK,SSH,EVN,Long,3,2157.57,302.64,2460.21,2110.02,350.19,Ticketed,,5,Summer
BK-004451,2018-09-17,2018-11-06,Phone,One-way,Business,XY,KWI,RUH,Short,2,938.36,163.93,1102.29,1038.03,64.26,Ticketed,,50,Autumn
BK-004452,2023-05-02,2023-05-06,Phone,One-way,First,KU,BOM,MED,Medium,2,5219.72,1084.93,6304.65,5230.42,1074.23,Ticketed,,4,Spring
BK-004453,2023-11-11,2024-01-21,WhatsApp,One-way,PremiumEconomy,EY,MED,MAA,Medium,2,1870.68,230.15,2100.83,2106.5,-5.67,Ticketed,,71,Winter
BK-004454,2019-10-12,2019-12-27,Online,Round-trip,First,GF,KWI,BLR,Medium,4,11676.52,1942.05,13618.57,12791.22,827.35,Cancelled,Price issue,76,Winter
BK-004455,2016-04-24,2016-05-02,Online,Round-trip,PremiumEconomy,G9,DOH,MXP,Long,2,3555.08,640.16,4195.24,3475.64,719.6,Ticketed,,8,Spring
BK-004456,2021-10-18,2021-11-17,Online,Round-trip,Economy,LX,KWI,ZRH,Long,2,2144.98,429.3,2574.28,2395.57,178.71,Ticketed,,30,Autumn
BK-004457,2018-03-03,2018-03-13,WhatsApp,Round-trip,Economy,KU,KWI,CDG,Long,4,3455.36,422.07,3877.43,3240.36,637.07,Ticketed,,10,Spring
BK-004458,2016-12-30,2016-12-31,Online,Round-trip,Economy,AI,KWI,BOM,Medium,1,264.18,49.46,313.64,270.81,42.83,Cancelled,Airline cancelled,1,Winter
BK-004459,2019-06-01,2019-06-10,Corporate,Round-trip,Economy,IA,BGW,MNL,Long,2,1941.86,348.94,2290.8,2211.89,78.91,Ticketed,,9,Summer
BK-004460,2019-03-31,2019-05-11,Online,One-way,Economy,EY,KWI,FCO,Long,2,1952.68,224.52,2177.2,2237.75,-60.55,Cancelled,Personal reason,41,Spring
BK-004461,2022-07-29,2022-08-25,WhatsApp,Round-trip,Economy,FZ,KWI,SSH,Medium,6,1862.58,288.25,2150.83,1813.23,337.6,Ticketed,,27,Summer
BK-004462,2018-07-11,2018-08-20,WhatsApp,Round-trip,Business,QR,KWI,ATH,Long,1,3062.49,385.26,3447.75,2884.93,562.82,Ticketed,,40,Summer
BK-004463,2024-11-24,2025-01-06,Online,One-way,PremiumEconomy,SV,MCT,MED,Short,3,671.49,124.49,795.98,680.11,115.87,Ticketed,,43,Winter
BK-004464,2021-05-16,2021-07-19,Online,One-way,Economy,QR,KWI,DEL,Medium,3,1556.37,254.89,1811.26,1826.01,-14.75,Ticketed,,64,Summer
BK-004465,2020-07-11,2020-07-31,WhatsApp,One-way,Business,TK,KWI,ATH,Long,3,8116.08,1010.98,9127.06,7874.18,1252.88,Cancelled,Price issue,20,Summer
BK-004466,2021-11-14,2022-01-04,Walk-in,One-way,Economy,W6,BAH,VIE,Long,2,2698.82,592.44,3291.26,3001.29,289.97,Ticketed,,51,Winter
BK-004467,2024-09-29,2024-12-19,Online,Round-trip,Economy,CA,CMB,TPE,Long,1,737.92,93.56,831.48,770.48,61.0,Ticketed,,81,Winter
BK-004468,2023-10-25,2024-01-21,Corporate,One-way,Economy,XY,KWI,IAD,VeryLong,6,5957.52,1300.52,7258.04,7112.14,145.9,Ticketed,,88,Winter
BK-004469,2022-10-14,2022-12-15,WhatsApp,One-way,First,RJ,MUX,AMM,Long,1,2641.81,554.41,3196.22,3178.0,18.22,Ticketed,,62,Winter
BK-004470,2021-10-17,2021-12-03,Online,Round-trip,Economy,MS,MED,CAI,Medium,5,1523.85,214.26,1738.11,1621.28,116.83,Ticketed,,47,Winter
BK-004471,2019-10-16,2019-12-07,WhatsApp,One-way,Economy,QR,KWI,LOS,Long,3,2279.31,423.5,2702.81,2350.84,351.97,Ticketed,,52,Winter
BK-004472,2019-11-02,2019-12-17,Online,Round-trip,PremiumEconomy,EK,KWI,ADD,Long,4,4041.36,517.29,4558.65,4322.13,236.52,Ticketed,,45,Winter
BK-004473,2015-11-13,2015-11-20,Online,One-way,PremiumEconomy,KQ,NBO,PVG,Long,6,9249.78,1135.65,10385.43,9029.95,1355.48,Ticketed,,7,Autumn
BK-004474,2021-11-12,2021-11-28,WhatsApp,Round-trip,Economy,QR,KWI,BLR,Medium,1,588.09,80.96,669.05,579.98,89.07,Ticketed,,16,Autumn
BK-004475,2022-01-07,2022-01-21,Online,Multi-city,PremiumEconomy,AF,KWI,CDG,Long,2,3378.38,576.6,3954.98,3929.49,25.49,Cancelled,Personal reason,14,Winter
BK-004476,2022-09-14,2022-11-29,Corporate,Round-trip,Economy,XY,KWI,IST,Long,3,2168.64,290.6,2459.24,2028.82,430.42,Ticketed,,76,Autumn
BK-004477,2023-07-29,2023-10-20,WhatsApp,One-way,PremiumEconomy,G9,KWI,SIN,Long,2,1749.62,369.5,2119.12,2088.84,30.28,Ticketed,,83,Autumn
BK-004478,2021-03-12,2021-05-18,Walk-in,One-way,Business,SV,JED,HAN,Long,2,4099.28,881.35,4980.63,4937.83,42.8,Cancelled,Changed plans,67,Spring
BK-004479,2025-05-02,2025-05-17,WhatsApp,Round-trip,Economy,SV,KHI,DMM,Medium,5,1776.85,348.95,2125.8,1909.11,216.69,Ticketed,,15,Spring
BK-004480,2025-03-14,2025-05-17,Online,Round-trip,PremiumEconomy,6E,KWI,BLR,Medium,6,3500.94,620.53,4121.47,3775.07,346.4,Ticketed,,64,Spring
BK-004481,2021-03-13,2021-06-11,Walk-in,One-way,Economy,FZ,KWI,JED,Short,4,774.2,77.73,851.93,861.53,-9.6,Cancelled,COVID restriction,90,Summer
BK-004482,2025-07-05,2025-08-10,WhatsApp,Round-trip,Economy,AZ,GRU,FCO,Long,3,1384.11,158.43,1542.54,1422.8,119.74,Pending,,36,Summer
BK-004483,2024-07-09,2024-09-20,Phone,Round-trip,PremiumEconomy,FZ,KWI,NRT,VeryLong,3,6013.92,639.32,6653.24,5569.4,1083.84,Cancelled,Customer no-show,73,Autumn
BK-004484,2015-04-07,2015-05-04,Online,One-way,Economy,GF,KWI,BAH,Short,2,490.52,89.95,580.47,597.87,-17.4,Ticketed,,27,Spring
BK-004485,2017-11-17,2018-01-27,Online,Round-trip,Economy,SG,KWI,DAC,Medium,4,1662.8,228.53,1891.33,1552.7,338.63,Ticketed,,71,Winter
BK-004486,2022-02-07,2022-04-08,Online,Multi-city,Economy,EY,KWI,RUH,Short,2,160.32,23.81,184.13,164.18,19.95,Ticketed,,60,Spring
BK-004487,2023-03-05,2023-04-30,Phone,One-way,Economy,EK,DXB,HAN,Long,4,2039.28,377.06,2416.34,2280.51,135.83,Ticketed,,56,Spring
BK-004488,2022-09-13,2022-12-04,WhatsApp,Round-trip,Economy,WY,KWI,BLR,Medium,4,1676.96,227.62,1904.58,1760.19,144.39,Ticketed,,82,Winter
